tokens	tags	text	ner_tags	lang
['22', '.', 'ගාල්ල', 'දිසා', 'අධිකරණයේ', 'තාප්පය', 'හා', 'කෑම', 'කාමරය', 'ඉදි', 'කිරීම']	['B-MISC', 'O', 'B-LOC', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']	22. ගාල්ල දිසා අධිකරණයේ තාප්පය හා කෑම කාමරය ඉදි කිරීම	[7, 0, 5, 3, 4, 0, 0, 0, 0, 0, 0]	si
['පෙරහැර', 'භාරයේ', 'කටයුතු', ',', 'සංස්කෘතික', ',', 'සමාජ', 'සේවා', ',', 'සමාජ', 'ආරක්ෂණ', ',', 'ආපදා', 'කළමනාකරණ', ',', 'පාරිභෝගික', 'ආරක්ෂණ', ',', 'කිරුම්', 'මිනුම්', ',', 'මැතිවරණ', ',', 'පුපුරණ', 'ද්\u200dරව්\u200dය', 'බලපත්\u200dර', 'කටයුතු', ',', 'දිස්ත්\u200dරික්', 'සම්බන්ධීකරණ', 'හා', 'දිස්ත්\u200dරික්', 'සංවර්ධන', 'ආදි', 'සියලු', 'කමිටු', 'කැඳවීම්', 'හා', 'මෙහෙයවීම්', 'වැනි', 'ව්\u200dයවස්ථාපිත', 'හා', 'ව්\u200dයවස්ථාපිත', 'නොවන', 'සියලු', 'කටයුතු', 'පසුගිය', 'වසර', 'තුළ', 'දී', 'සාර්ථකව', 'ඉටු', 'කරනු', 'ලැබීය', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	පෙරහැර භාරයේ කටයුතු , සංස්කෘතික, සමාජ සේවා, සමාජ ආරක්ෂණ, ආපදා කළමනාකරණ, පාරිභෝගික ආරක්ෂණ, කිරුම් මිනුම්, මැතිවරණ, පුපුරණ ද්‍රව්‍ය බලපත්‍ර කටයුතු , දිස්ත්‍රික් සම්බන්ධීකරණ හා දිස්ත්‍රික් සංවර්ධන ආදි සියලු කමිටු කැඳවීම් හා මෙහෙයවීම් වැනි ව්‍යවස්ථාපිත හා ව්‍යවස්ථාපිත නොවන සියලු කටයුතු පසුගිය වසර තුළ දී සාර්ථකව ඉටු කරනු ලැබීය.	[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['එසේ', 'වුවත්', ',', 'HD', '58343', ',', 'HD', '76868', 'සහ', 'HD', '56139', 'තාරකා', 'ඒවායෙහි', 'වලයාකාර', 'වායු', 'තැටිවල', 'වර්ණාවලිය', 'සෛද්ධාන්තික', 'වර්ණාවලිය', 'සමඟ', 'බොහෝ', 'සේ', 'සමාන', 'වේ', '.']	['O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	එසේ වුවත්, HD 58343, HD 76868 සහ HD 56139 තාරකා ඒවායෙහි වලයාකාර වායු තැටිවල වර්ණාවලිය සෛද්ධාන්තික වර්ණාවලිය සමඟ බොහෝ සේ සමාන වේ.	[0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['9.2.3', 'රාජ්\u200dය', 'පරිපාලන', 'හා', 'කළමනාකරණ', 'අමාත්\u200dයාංශ', 'ලේකම්ගේ', 'අංක', '75', '/', '105273', 'හා', '2015.1029', 'දිනැති', 'ලිපිය', 'මඟින්', '2015.11.02', 'දින', 'සිට', 'මෙම', 'දෙපාර්තමේන්තුවට', 'අනුයුක්ත', 'කරන', 'ලද', 'ශ්\u200dරී', 'ලංකා', 'පරිපාලන', 'සේවයේ', '111', 'පන්තියේ', 'ඩබ්ලිව්', '.', 'ඒ', '.', 'එල්', '.', 'වික්\u200dරමආරච්චි', 'මහතා', '2015.12.01', 'දින', 'සිට', 'නුවරඑළිය', 'දිස්ත්\u200dරික්', 'මැතිවරණ', 'කාර්යාලයේ', 'සහකාර', 'මැතිවරණ', 'කොමසාරිස්', 'තනතුරට', 'පත්', 'කරන', 'ලදී', '.']	['B-MISC', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-MISC', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-MISC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']	9.2.3 රාජ්‍ය පරිපාලන හා කළමනාකරණ අමාත්‍යාංශ ලේකම්ගේ අංක 75/ 105273 හා 2015.1029 දිනැති ලිපිය මඟින් 2015.11.02 දින සිට මෙම දෙපාර්තමේන්තුවට අනුයුක්ත කරන ලද ශ්‍රී ලංකා පරිපාලන සේවයේ 111 පන්තියේ ඩබ්ලිව්. ඒ. එල්. වික්‍රමආරච්චි මහතා 2015.12.01 දින සිට නුවරඑළිය දිස්ත්‍රික් මැතිවරණ කාර්යාලයේ සහකාර මැතිවරණ කොමසාරිස් තනතුරට පත් කරන ලදී.	[7, 3, 4, 4, 4, 4, 7, 0, 7, 8, 8, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 7, 0, 1, 2, 2, 2, 2, 2, 2, 0, 7, 0, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 0, 0]	si
['නෛතික', 'කාර්ය', 'භාරයක්', 'ඉටු', 'කරන', 'එකී', 'ධුර', 'සඳහා', 'නිලධාරීන්', 'තෝරා', 'පත්', 'කර', 'ගැනීමේ', 'දී', 'ප්\u200dරධාන', 'ම', 'සුදුසුකම', 'වන්නේ', 'නීතිඥවරයෙකු', 'වීම', 'ය', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']	නෛතික කාර්ය භාරයක් ඉටු කරන එකී ධුර සඳහා නිලධාරීන් තෝරා පත් කර ගැනීමේ දී ප්‍රධාන ම සුදුසුකම වන්නේ නීතිඥවරයෙකු වීම ය.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0]	si
['නීතිපති', 'දෙපාර්තමේන්තුව', ',', 'මධ්\u200dයම', 'රජයට', ',', 'පළාත්', 'සභාවලට', ',', 'රජයේ', 'දෙපාර්තමේන්තුවලට', ',', 'ව්\u200dයවස්ථාපිත', 'මණ්ඩලවලට', 'හා', 'අනෙකුත්', 'අර්ධ', 'රාජ්\u200dය', 'ආයතනවලට', 'නීතිමය', 'සහය', 'ලබා', 'දෙයි', '.']	['B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	නීතිපති දෙපාර්තමේන්තුව, මධ්‍යම රජයට, පළාත් සභාවලට, රජයේ දෙපාර්තමේන්තුවලට, ව්‍යවස්ථාපිත මණ්ඩලවලට හා අනෙකුත් අර්ධ රාජ්‍ය ආයතනවලට නීතිමය සහය ලබා දෙයි.	[3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['රත්නපුර', 'දිස්ත්\u200dරික්කයේ', 'භූමි', 'ලක්ෂණ', 'ගොඩබිම්', 'ප්\u200dරමාණය', 'හෙක්ටයාර්', '327,500', 'අභ්\u200dයන්තර', 'ජලාශ', 'හෙක්ටයාර්', '3,900', 'මුළු', 'බිම්', 'ප්\u200dරමාණය', 'හෙක්ටයාර්', '327,500', 'වගා', 'කළ', 'මුළු', 'බිම්', 'ප්\u200dරමාණය', 'හෙක්ටයාර්', '244,840', 'වගා', 'නොකළ', 'මුළු', 'බිම්', 'ප්\u200dරමාණය', 'හෙක්ටයාර්', '6,260', 'වනාන්තර', 'මුළු', 'බිම්', 'ප්\u200dරමාණය', 'හෙක්ටයාර්', '76,400', 'මුළු', 'භූමි', 'ප්\u200dරමාණය', 'හෙක්ටයාර්', '372,500', 'ජනතා', 'නියෝජනය', 'රත්නපුර', 'දිස්ත්\u200dරික්කය', 'නියෝජිත', 'ආයතනය', 'සාමාජික', 'සංඛ්\u200dයාව', 'පාර්ලිමේන්තුව', 'පළාත්', 'සභාව', 'මහ', 'නගර', 'සභාව', '(', '1', ')', 'නගර', 'සභා', '(', '2', ')', 'ප්\u200dරාදේශීය', 'සභා', '(', '14', ')', 'ප්\u200dරාදේශීය', 'ලේකම්', 'කාර්යාල', 'ග්\u200dරාම', 'නිලධාරි', 'වසම්', 'ගම්', 'ප්\u200dරාදේශීය', 'පළාත්', 'පාලන', 'ආයතන', 'මහ', 'නගර', 'සභා', 'නගර', 'සභා', 'ප්\u200dරාදේශීය', 'සභා', 'ජනගහනය', 'අනු', 'අංකය', 'ප්\u200dරාදේශීය', 'ලේකම්', 'කාර්යාලය', 'මුළු', 'බිම්', 'ප්\u200dරමාණය', '(', 'වර්ග', 'කිලෝ', 'මීටර්', ')', 'ග්\u200dරාම', 'නිලධාරි', 'වසම්', 'සංඛ්\u200dයාව', 'ගම්', 'සංඛ්\u200dයාව', 'ජනගහනය']	['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'B-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-MISC', 'O', 'B-ORG', 'I-ORG', 'O', 'B-MISC', 'O', 'B-ORG', 'I-ORG', 'O', 'B-MISC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O']	රත්නපුර දිස්ත්‍රික්කයේ භූමි ලක්ෂණ ගොඩබිම් ප්‍රමාණය හෙක්ටයාර් 327,500 අභ්‍යන්තර ජලාශ හෙක්ටයාර් 3,900 මුළු බිම් ප්‍රමාණය හෙක්ටයාර් 327,500 වගා කළ මුළු බිම් ප්‍රමාණය හෙක්ටයාර් 244,840 වගා නොකළ මුළු බිම් ප්‍රමාණය හෙක්ටයාර් 6,260 වනාන්තර මුළු බිම් ප්‍රමාණය හෙක්ටයාර් 76,400 මුළු භූමි ප්‍රමාණය හෙක්ටයාර් 372,500 ජනතා නියෝජනය රත්නපුර දිස්ත්‍රික්කය නියෝජිත ආයතනය සාමාජික සංඛ්‍යාව පාර්ලිමේන්තුව පළාත් සභාව මහ නගර සභාව ( 1 ) නගර සභා ( 2 ) ප්‍රාදේශීය සභා ( 14 ) ප්‍රාදේශීය ලේකම් කාර්යාල ග්‍රාම නිලධාරි වසම් ගම් ප්‍රාදේශීය පළාත් පාලන ආයතන මහ නගර සභා නගර සභා ප්‍රාදේශීය සභා ජනගහනය අනු අංකය ප්‍රාදේශීය ලේකම් කාර්යාලය මුළු බිම් ප්‍රමාණය ( වර්ග කිලෝ මීටර් ) ග්‍රාම නිලධාරි වසම් සංඛ්‍යාව ගම් සංඛ්‍යාව ජනගහනය	[5, 6, 0, 0, 0, 0, 7, 8, 0, 0, 7, 8, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 7, 8, 0, 0, 0, 7, 8, 0, 0, 5, 6, 0, 0, 0, 0, 3, 3, 4, 3, 4, 4, 0, 7, 0, 3, 4, 0, 7, 0, 3, 4, 0, 7, 0, 3, 4, 4, 5, 6, 6, 0, 3, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0]	si
['එසේ', 'ම', ',', 'ජාතික', 'ජල', 'සම්පාදන', 'හා', 'ප්\u200dරවාහන', 'මණ්ඩලයේ', 'මහරගම', 'ජල', 'පොම්පාගාරය', 'සඳහා', 'දූරස්ථ', 'ජල', 'සංචිත', 'හා', 'ඉහළින්', 'පිහිටි', 'ජල', 'ටැංකිවල', 'ජල', 'මට්ටම', 'නිරීක්ෂණ', 'පද්ධතිය', 'පිරිමැවුම', ',', 'සංවර්ධනය', 'හා', 'සවිකිරීමත්', ',', 'CBA', 'ආයතනය', 'වෙත', 'ජංගම', 'ක්\u200dරියාත්මක', 'අලෙවි', 'යන්ත්\u200dරයක්', 'සඳහා', 'පරිශීලක', 'මුහුණතක්', 'හා', 'මෙහෙයුම්', 'පද්ධතියක්', 'නිපදවා', 'සංවර්ධනය', 'කිරීම', 'සැලකිය', 'යුතු', 'වෙනත්', 'කාර්මික', 'සහයෝගිතා', 'ව්\u200dයාපෘති', 'දෙකකි', '.']	['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-LOC', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	එසේ ම, ජාතික ජල සම්පාදන හා ප්‍රවාහන මණ්ඩලයේ මහරගම ජල පොම්පාගාරය සඳහා දූරස්ථ ජල සංචිත හා ඉහළින් පිහිටි ජල ටැංකිවල ජල මට්ටම නිරීක්ෂණ පද්ධතිය පිරිමැවුම, සංවර්ධනය හා සවිකිරීමත්, CBA ආයතනය වෙත ජංගම ක්‍රියාත්මක අලෙවි යන්ත්‍රයක් සඳහා පරිශීලක මුහුණතක් හා මෙහෙයුම් පද්ධතියක් නිපදවා සංවර්ධනය කිරීම සැලකිය යුතු වෙනත් කාර්මික සහයෝගිතා ව්‍යාපෘති දෙකකි.	[0, 0, 0, 3, 4, 4, 4, 4, 4, 5, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['රත්නපුර', 'ආනන්ද', 'මෙෙත්\u200dරි', 'විහාරස්ථානය', 'වැඩසටහන', 'පැහැදිලි', 'කිරීම', 'හා', 'නිරීක්ෂණය', 'කිරීම']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']	රත්නපුර ආනන්ද මෙෙත්‍රි විහාරස්ථානය වැඩසටහන පැහැදිලි කිරීම හා නිරීක්ෂණය කිරීම	[3, 4, 4, 4, 0, 0, 0, 0, 0, 0]	si
['11', '.', 'ප්\u200dරවර්තන', 'වෘත්තීය', 'මාර්ගෝපදේශන', 'පද්ධතිය', 'වැඩි', 'දියුණු', 'කිරීම']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	11. ප්‍රවර්තන වෘත්තීය මාර්ගෝපදේශන පද්ධතිය වැඩි දියුණු කිරීම	[7, 0, 0, 0, 0, 0, 0, 0, 0]	si
['සංවර්ධන', 'කටයුතු', '7.1', 'දිස්ත්\u200dරික්', 'ලේකම්', 'කාර්යාලයේ', 'හා', 'ප්\u200dරාදේශීය', 'ලේකම්', 'කාර්යාලවල', 'ඉදිකිරීම්', 'කටයුතු', '-', '2014', 'මහනුවර', 'දිස්ත්\u200dරික්කයේ', 'ප්\u200dරාදේශීය', 'ලේකම්', 'කාර්යාලවල', 'ගොඩනැගිලි', 'ඉදිකිරීම', 'හා', 'වැඩිදියුණු', 'කිරීමත්', ',', 'දිස්ත්\u200dරික්', 'ලේකම්', 'කාර්යාලයට', 'අයත්', 'නිල', 'නිවාස', 'හා', 'දිස්ත්\u200dරික්', 'ලේකම්', 'කාර්යාල', 'ගොඩනැගිල්ල', 'අලුත්වැඩියා', 'කිරීම', 'හා', 'වැඩි', 'දියුණු', 'කිරීමත්', ',', 'මෙම', 'හා', 'ආයතනවල', 'ඉදිකිරීමට', 'අදාළ', 'උපදේශන', 'කටයුතු', 'සිදු', 'කිරීමත්', 'ඉංජිනේරු', 'ඒකකයේ', 'ප්\u200dරධාන', 'කාර්යභාරය', 'වේ', '.']	['O', 'O', 'B-MISC', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-MISC', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']	සංවර්ධන කටයුතු 7.1 දිස්ත්‍රික් ලේකම් කාර්යාලයේ හා ප්‍රාදේශීය ලේකම් කාර්යාලවල ඉදිකිරීම් කටයුතු - 2014 මහනුවර දිස්ත්‍රික්කයේ ප්‍රාදේශීය ලේකම් කාර්යාලවල ගොඩනැගිලි ඉදිකිරීම හා වැඩිදියුණු කිරීමත්, දිස්ත්‍රික් ලේකම් කාර්යාලයට අයත් නිල නිවාස හා දිස්ත්‍රික් ලේකම් කාර්යාල ගොඩනැගිල්ල අලුත්වැඩියා කිරීම හා වැඩි දියුණු කිරීමත්, මෙම හා ආයතනවල ඉදිකිරීමට අදාළ උපදේශන කටයුතු සිදු කිරීමත් ඉංජිනේරු ඒකකයේ ප්‍රධාන කාර්යභාරය වේ.	[0, 0, 7, 3, 4, 4, 0, 3, 4, 4, 0, 0, 0, 7, 3, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]	si
['2.2.3', 'ආයතනයේ', 'අඛණ්ඩ', 'පැවැත්ම', 'අධිකාරියේ', 'ශුද්ධ', 'වත්කම්', 'සමාලෝචිත', 'වර්ෂයේ', 'හා', 'පසුගිය', 'වර්ෂ', '02ක', 'පිළිවෙළින්', 'රු', '31,794,284', ',', '12,841,863', 'සහ', '12,869,156', 'ක්', 'වශයෙන්', 'සෘණ', 'අගයක්', 'ගන්නා', 'අතර', 'පසුගිය', 'වසරට', 'සාපේක්ෂව', 'ශුද්ධ', 'වත්කම්', '147%', 'කින්', 'පිරිහීම', 'හා', 'ජංගම', 'අනුපාතය', 'පිළිවෙළින්', '1', '(', '2.07', ',', '1', '(', '1.9', ',', '1', '(', '2.8', 'ක්', 'වන', 'බැවින්', 'භාණ්ඩාගාරයේ', 'මූල්\u200dය', 'සහායක්', 'නොමැතිව', 'ආයතනයේ', 'අඛණ්ඩ', 'පැවැත්ම', 'ප්\u200dරශ්නකාරී', 'වේ', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-MISC', 'I-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	2.2.3 ආයතනයේ අඛණ්ඩ පැවැත්ම අධිකාරියේ ශුද්ධ වත්කම් සමාලෝචිත වර්ෂයේ හා පසුගිය වර්ෂ 02ක පිළිවෙළින් රු 31,794,284, 12,841,863 සහ 12,869,156 ක් වශයෙන් සෘණ අගයක් ගන්නා අතර පසුගිය වසරට සාපේක්ෂව ශුද්ධ වත්කම් 147% කින් පිරිහීම හා ජංගම අනුපාතය පිළිවෙළින් 1 ( 2.07, 1 ( 1.9, 1 ( 2.8 ක් වන බැවින් භාණ්ඩාගාරයේ මූල්‍ය සහායක් නොමැතිව ආයතනයේ අඛණ්ඩ පැවැත්ම ප්‍රශ්නකාරී වේ.	[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 7, 8, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['3', '.', 'රත්නපුර', 'දිසත්\u200dරික්කය', 'සංවිධානාත්මක', 'සටහන', 'අනුමත', 'කාර්ය', 'මණ්ඩලය']	['B-MISC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']	3. රත්නපුර දිසත්‍රික්කය සංවිධානාත්මක සටහන අනුමත කාර්ය මණ්ඩලය	[7, 0, 5, 6, 0, 0, 0, 0, 0]	si
['අ.පො.ස', '(', 'සා.පෙළ', ')', 'අ.පො.ස', '.', '(', 'උ.පෙළ', ')', 'හෝ', 'උසස්', 'අධ්\u200dයාපනය', 'හැදෑරීමට', 'නොහැකි', 'වූ', 'පාසල්', 'හැරයන්නන්', 'සඳහා', 'බලපාන', 'ලද', 'සාධක', 'හඳුනා', 'ගැනීම', 'සඳහා', 'මූලික', 'දත්ත', 'ප්\u200dරශ්නාවලි', 'මගින්', 'රැස්', 'කර', 'ගන්නා', 'ලදි', '.']	['B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	අ.පො.ස ( සා.පෙළ ) අ.පො.ස. ( උ.පෙළ ) හෝ උසස් අධ්‍යාපනය හැදෑරීමට නොහැකි වූ පාසල් හැරයන්නන් සඳහා බලපාන ලද සාධක හඳුනා ගැනීම සඳහා මූලික දත්ත ප්‍රශ්නාවලි මගින් රැස් කර ගන්නා ලදි.	[7, 8, 8, 8, 7, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['ඊට', 'අමතරව', 'ජලාශය', 'අවට', 'ගම්මානවලට', 'හා', 'අලුතින්', 'පදිංචි', 'කරන', 'ජනතාවට', 'අවශ්\u200dය', 'ගෘහස්ථ', 'ජල', 'සම්පාදනය', 'සඳහා', 'වාර්ෂිකව', 'ඝන', 'මීටර', 'මිලියන', '2.0ක්', 'සැපයීමට', 'ද', 'සොරොව්වෙන්', 'මුදා', 'හරින', 'ජලය', 'මඟින්', 'උත්පාදනය', 'කිරීමට', 'යෝජිත', 'ගිගාවොට්', 'පැය', '4.28', 'ජල', 'විදුලි', 'බලය', 'ජාතික', 'පද්ධතියට', 'සැපයීමට', 'ද', 'ප්\u200dරදේශයේ', 'පශු', 'සම්පත්', 'හා', 'යටිතල', 'පහසුකම්', 'වැඩිදියුණු', 'කිරීමට', 'ද', 'බලාපොරොත්තු', 'වේ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	ඊට අමතරව ජලාශය අවට ගම්මානවලට හා අලුතින් පදිංචි කරන ජනතාවට අවශ්‍ය ගෘහස්ථ ජල සම්පාදනය සඳහා වාර්ෂිකව ඝන මීටර මිලියන 2.0ක් සැපයීමට ද සොරොව්වෙන් මුදා හරින ජලය මඟින් උත්පාදනය කිරීමට යෝජිත ගිගාවොට් පැය 4.28 ජල විදුලි බලය ජාතික පද්ධතියට සැපයීමට ද ප්‍රදේශයේ පශු සම්පත් හා යටිතල පහසුකම් වැඩිදියුණු කිරීමට ද බලාපොරොත්තු වේ.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
