text	Aspect 1	Sentiment 1	Opinion 1	Opinion 2	Aspect 2	Sentiment 2	Aspect 3	Sentiment 3	Aspect 4	Sentiment 4	Opinion 3	Aspect 5	Sentiment 5	Aspect 6	Sentiment 6	Aspect 7	Sentiment 7	Opinion 4	Opinion 5	Aspect 8	Sentiment 8	Opinion 6	Opinion 7	Aspect 9	Sentiment 9	raw_text
once they ran out of gnochi and made it for me from scratch!	gnochi	neutral																								once they ran out of gnochi and made it for me from scratch !
we would like to thank marcelo and grace for a wonderful dining experience!!!	dining	positive	wonderful																							we would like to thank marcelo and grace for a wonderful dining experience ! ! !
found service above average, but that could be because we were 13 of us	service	positive	above average																							found service above average , but that could be because we were 13 of us
bagels are ok, but be sure not to make any special requests!	bagels	neutral	ok																							bagels are ok , but be sure not to make any special requests !
it's to die for!			die for																							it 's to die for !
cute and decorative			cute																							cute and decorative
overall a disappointing experience for that price category	price	negative	disappointing																							overall a disappointing experience for that price category
i've had the lunch buffet at chennai a couple of times, when i have been in the neighborhood	lunch buffet	neutral																								i 've had the lunch buffet at chennai a couple of times , when i have been in the neighborhood
the food was exceptional	food	positive																								the food was exceptional
another great place to take out-of-towners!			great																							another great place to take out-of-towners !
but, hey, there is anything better with a decent vegetarian selection in astoria			decent																							but , hey , there is anything better with a decent vegetarian selection in astoria
a thai restaurant out of rice during dinner	rice	neutral																								a thai restaurant out of rice during dinner
(and i have eaten my share) which impresses me for having such a large amount of people to serve			impresses	large																						( and i have eaten my share ) which impresses me for having such a large amount of people to serve
overall a worthwhile experience			worthwhile																							overall a worthwhile experience
the service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission	service	positive	friendly	prompt	food	positive	prices	conflict			great							cheap								the service is friendly , if not the most prompt in the world , the food is great , and the prices , while not cheap , wo n't put your wallet out of commission
the most fun restaurant i have ever been too!			fun																							the most fun restaurant i have ever been too !
best drumsticks over rice and sour spicy soup in town!	drumsticks over rice	positive	best		sour spicy soup	positive																				best drumsticks over rice and sour spicy soup in town !
some of the finest latin women you'll see in your life hang out at jimmy's			finest																							some of the finest latin women you 'll see in your life hang out at jimmy 's
slightly above average wines start at 70+ with only one selection listed at 30+	wines	negative	above average																							slightly above average wines start at 70+ with only one selection listed at 30+
their whitefish salad is excellent--all whitefish with a little mayo	whitefish salad	positive	excellent		whitefish	positive																				their whitefish salad is excellent -- all whitefish with a little mayo
and it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than 3-6 each)	price	positive	reasonable		congee	neutral	noodles	neutral	rice dishes	neutral																and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than 3-6 each )
i had a great experience			great																							i had a great experience
the chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce	chicken parm	conflict	edible	dry	tomato sauce	negative	pasta	negative	chicken with portobello mushrooms	negative	inedible	chicken	negative					terrible								the chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry , inedible chicken with terrible sauce
the waitresses are nice--also you can just get counter service sit	waitresses	positive	nice		counter service	positive																				the waitresses are nice -- also you can just get counter service sit
the only friendly staff member was the guy at the bar	staff member	positive	friendly		guy	positive																				the only friendly staff member was the guy at the bar
you can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, la villa can't be beat	food	positive	superior	superb	prices	positive					reasonable															you can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , la villa ca n't be beat
won't or can't is not in the service directory	service	positive																								wo n't or ca n't is not in the service directory
i cannot imagine a friendlier staff working in a restaurant	staff	positive	friendlier																							i can not imagine a friendlier staff working in a restaurant
i do suggest to ask to be seated upstairs if you are looking to be a little cozy	upstairs	positive																								i do suggest to ask to be seated upstairs if you are looking to be a little cozy
saul is pretty good, but definitely not great	saul	neutral	good																							saul is pretty good , but definitely not great
i would recommend roxy's for that, but not for their food			recommend																							i would recommend roxy 's for that , but not for their food
we always get a sampling of appetizers and share	appetizers	neutral																								we always get a sampling of appetizers and share
overall i was impressed and will return, it's a great qpr (quality to price ratio)	quality	positive	impressed	great	price	positive																				overall i was impressed and will return , it 's a great qpr ( quality to price ratio )
it is nearly impossible to get a table, so if you ever have the chance to go here for dinner, do not pass it up	table	negative	impossible		dinner	positive																				it is nearly impossible to get a table , so if you ever have the chance to go here for dinner , do not pass it up
their pad penang is delicious and everything else is fantastic	pad penang	positive	delicious																							their pad penang is delicious and everything else is fantastic
the puke green walls leave a lot to be desired, but the food is very good	walls	negative			food	positive																				the puke green walls leave a lot to be desired , but the food is very good
i like cafe noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!	people	negative	like	evil							incompetent															i like cafe noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !
our son loves pizza and we have a certified neapolitan pizzaria in our home city (seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant	pizza	positive	loves	liked																						our son loves pizza and we have a certified neapolitan pizzaria in our home city ( seattle ) , we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant
big and soft as well as good lunch food	lunch food	positive	big	soft							good															big and soft as well as good lunch food
no food snobs allowed, this place is for people who appreciate good food	food	neutral	good																							no food snobs allowed , this place is for people who appreciate good food
suan is a great place that i often take my friends (classmates) too			great																							suan is a great place that i often take my friends ( classmates ) too
as for the bar, this is another bad idea	bar	negative	bad																							as for the bar , this is another bad idea
unlike hh up the block, this place actually gives you hearty and hot bagels this town is known for	bagels	positive	hearty	hot																						unlike hh up the block , this place actually gives you hearty and hot bagels this town is known for
the barebecued salmon is elegantly spiced and not at all dry	barebecued salmon	positive	elegantly																							the barebecued salmon is elegantly spiced and not at all dry
same owner as the guy who owns typhoon, which is just down the street on st. marks and 1st ave	owner	neutral																								same owner as the guy who owns typhoon , which is just down the street on st. marks and 1st ave
what generous portions!	portions	positive	generous																							what generous portions !
the workers there also absolutely load the bagel with cream cheese (gets a little messy)	workers	neutral			bagel	neutral	cream cheese	neutral																		the workers there also absolutely load the bagel with cream cheese ( gets a little messy )
the wine the service was very good too	wine	positive	good		service	positive																				the wine the service was very good too
so, the menu is written in chalk above your head and it all sounds delicious	menu	neutral																								so , the menu is written in chalk above your head and it all sounds delicious
the highly spiced chai tea was great too	chai tea	positive	great																							the highly spiced chai tea was great too
seriously, this is the best all you can eat in town- as everyone says, the spicy tuna hand rolls are the best- have 4 of these, and you've broken even	spicy tuna hand rolls	positive	best																							seriously , this is the best all you can eat in town- as everyone says , the spicy tuna hand rolls are the best- have 4 of these , and you 've broken even
there is not a single place in chinatown where you have a nice neighborhood feeling like here			nice																							there is not a single place in chinatown where you have a nice neighborhood feeling like here
while sapphire is certainly not lacking in ambiance, and probably has the best decor of any indian restaurant i have been to in new york city, the food was not what i had hoped for	ambiance	positive	lacking	best	decor	positive	food	negative																		while sapphire is certainly not lacking in ambiance , and probably has the best decor of any indian restaurant i have been to in new york city , the food was not what i had hoped for
i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine	atmosphere	positive	recommend	casual																						i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine
the meat dishes were only so-so	meat dishes	neutral																								the meat dishes were only so-so
his wife tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious	hostess	positive	comforting	warm	atmosphere	positive																				his wife tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious
we liked it so much, that we will always make it a point to dine here when we visit new york			liked																							we liked it so much , that we will always make it a point to dine here when we visit new york
the menu consisted of standard brassiere food, better then places like balthazar etc	menu	positive	better		brassiere food	positive																				the menu consisted of standard brassiere food , better then places like balthazar etc
but the best part about ls is the late night atmosphere, delightfully free of the bts	atmosphere	positive	best	delightfully																						but the best part about ls is the late night atmosphere , delightfully free of the bts
the staff there is very attentive and down to earth	staff	positive	attentive	down to earth																						the staff there is very attentive and down to earth
you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place	service	negative	excellent	large	food	positive	atmosphere	positive			amiable															you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place
the service is always bad though, don't expect much of anything from your server, and i would not recommend bringing a date here either	service	negative	bad	expect	server	negative					recommend															the service is always bad though , do n't expect much of anything from your server , and i would not recommend bringing a date here either
monday nights are a bargain at the 28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course	prix fix	positive			three course meal	positive	glasses of wine	positive																		monday nights are a bargain at the 28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course
wonderful!			wonderful																							wonderful !
the service is descent even when this small place is packed	service	positive	small		place	negative																				the service is descent even when this small place is packed
this is the best sushi in new york city - hands down	sushi	positive	best																							this is the best sushi in new york city - hands down
i have eaten a lot of pizza here	pizza	neutral																								i have eaten a lot of pizza here
this place is worth an one-hour drive			worth																							this place is worth an one-hour drive
great value for the quality ingredients			great	quality																						great value for the quality ingredients
the thali was small, thoroughly unremarkable, and 14.95	thali	negative	small	unremarkable																						the thali was small , thoroughly unremarkable , and 14.95
truly the mark of an attentive waiter			attentive																							truly the mark of an attentive waiter
the food here is rather good, but only if you like to wait for it	food	positive	good	like																						the food here is rather good , but only if you like to wait for it
i got an excellent piece of cheesecake and we had several other nice pastries	cheesecake	positive	excellent	nice																						i got an excellent piece of cheesecake and we had several other nice pastries
the staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations	staff	positive	kind	well trained	bar	neutral	drinks	neutral	menu	neutral	fast							prompt								the staff is very kind and well trained , they 're fast , they are always prompt to jump behind the bar and fix drinks , they know details of every item in the menu and make excelent recomendations
the makhani was ok--the korma was bland	makhani	neutral	ok		korma	negative																				the makhani was ok -- the korma was bland
the food is inventive but still keeps traditional indian flavoring	food	positive	inventive	traditional																						the food is inventive but still keeps traditional indian flavoring
all i can say is wow!			wow																							all i can say is wow !
though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele	service	conflict	better	cordial							warm															though the service could be better ( possibly due to more than one very large group in the house ) , it is very cordial and warm , as is the general clientele
the decor in this place is very diner-ish and the kind of place you expect in the east village - not romantic, just simple, small and sparse	decor	positive	diner-ish	romantic	place	positive					simple							small								the decor in this place is very diner-ish and the kind of place you expect in the east village - not romantic , just simple , small and sparse
this is a cute place and could be good but they need to get their act together	place	positive	cute	good																						this is a cute place and could be good but they need to get their act together
the lox is always fresh too	lox	positive	fresh																							the lox is always fresh too
service was very friendly	service	positive																								service was very friendly
so all i'm trying to say is this restaurant is by far the best thai food restaurant i've ever been to	thai food	positive	best																							so all i 'm trying to say is this restaurant is by far the best thai food restaurant i 've ever been to
food was ok - fish was cooked well	food	neutral	ok		fish	positive																				food was ok - fish was cooked well
we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food	chinese food	positive	good																							we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food
the duck confit is always amazing and the foie gras terrine with figs was out of this world	duck confit	positive	amazing	out of this world	foie gras terrine with figs	positive																				the duck confit is always amazing and the foie gras terrine with figs was out of this world
the whole set up is truly unprofessional and i wish cafe noir would get some good staff, because despite the current one this is a great place	staff	negative	unprofessional	good							great															the whole set up is truly unprofessional and i wish cafe noir would get some good staff , because despite the current one this is a great place
i have reservations about the all you can eat deal, however--the choices are fairly limited and you can probably order more food than you can eat for less than 18 by just going off the menu	reservations	neutral	limited		choices	negative	food	neutral																		i have reservations about the all you can eat deal , however -- the choices are fairly limited and you can probably order more food than you can eat for less than 18 by just going off the menu
we ended our great experience by having gulab jamun (dessert) recommended by the waiter	gulab jamun (dessert)	positive	great	recommended																						we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter
the place is sleek, modern and playfull and i will return again frequently	place	positive	sleek	modern																						the place is sleek , modern and playfull and i will return again frequently
i have known about this secret for the last 13 years, emilio (the godfather) has continued to serve food and wine for the gods at mortal prices	food	positive	mortal		wine	positive																				i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices
after being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table	2-person table	negative																								after being told that our party of three would be seated in 10 minutes and watching other parties ( multiples of 2 and higher ) seated for 40 minutes , the three of us were squished into a small 2-person table
and the bill was outragous	bill	negative																								and the bill was outragous
the service was attentive, yet unimposing, the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced	service	conflict	attentive	unimposing	food	positive	wine list	positive			better							extensive	well							the service was attentive , yet unimposing , the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced
kind, attentive wait staff	wait staff	positive	kind	attentive																						kind , attentive wait staff
salads were fantastic	salads	positive																								salads were fantastic
the owners and employees are friendly and their pizza is fantastic	owners	positive	friendly		employees	positive	pizza	positive																		the owners and employees are friendly and their pizza is fantastic
the food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries	food	positive	yummy	cooked-to-perfection	mussels in spicy tomato sauce	positive					crispy															the food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries
the food is authentic italian - delicious!	food	positive	authentic	delicious																						the food is authentic italian - delicious !
a great addition to smith street finally, a place that's not pretentious and filled with women wearing ugg boots			great																							a great addition to smith street finally , a place that 's not pretentious and filled with women wearing ugg boots
i complete the total bagel experience by having it lightly toasted	bagel	positive																								i complete the total bagel experience by having it lightly toasted
the service is good and ambience is good for a date or group outing	service	positive	good	good	ambience	positive																				the service is good and ambience is good for a date or group outing
a great way to make some money is to buy a case of snapple from costco and sell it right outside for only 2.50	case of snapple	neutral	great																							a great way to make some money is to buy a case of snapple from costco and sell it right outside for only 2.50
it's all about the food!!	food	positive																								it 's all about the food ! !
the staff is excellent, specjal that girl behind the bar, european chic	staff	positive	excellent		bar	neutral																				the staff is excellent , specjal that girl behind the bar , european chic
stick with the chicken, beef, and lamb dishes	chicken	positive			beef	positive	lamb dishes	positive																		stick with the chicken , beef , and lamb dishes
the service was bad, the food took to forever to come, we sat on the upper level	service	negative	bad	forever	food	negative																				the service was bad , the food took to forever to come , we sat on the upper level
the decor is nice, but more casual than fine dining	decor	conflict	nice	casual																						the decor is nice , but more casual than fine dining
this restaurant is a wonderful place to go many times and it is reasonably priced			wonderful	reasonably																						this restaurant is a wonderful place to go many times and it is reasonably priced
conveniently located too, being right on bedford ave			conveniently																							conveniently located too , being right on bedford ave
bottom line b+ for the food, f for the service	food	positive																								bottom line b+ for the food , f for the service
the only thing the waiters don't do for you is wipe your chin when you leave	waiters	positive																								the only thing the waiters do n't do for you is wipe your chin when you leave
stick to dimsum, not super overpriced noodles	dimsum	positive	overpriced																							stick to dimsum , not super overpriced noodles
the service is fine and they allow you to enjoy the view	service	positive	fine	enjoy																						the service is fine and they allow you to enjoy the view
we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude	staff	negative																								we , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude
delicious simple food in nice outdoor atmosphere	food	positive	simple	nice																						delicious simple food in nice outdoor atmosphere
the food is good, but very expensive for the casualness of it	food	conflict	good	expensive																						the food is good , but very expensive for the casualness of it
the only fallback on this restaurant is the prices			fallback																							the only fallback on this restaurant is the prices
i've been to naples 45 for dinner twice	dinner	neutral																								i 've been to naples 45 for dinner twice
the hot and sour soup was unbearably hot and tasted of only pepper and nothing else	soup	negative	unbearably hot		pepper	negative																				the hot and sour soup was unbearably hot and tasted of only pepper and nothing else
i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window)			love																							i love the pics of andy warhol when he used to frequent the place ( he painted the ballato 's sign in the window )
try sushimi cucumber roll	sushimi cucumber roll	positive																								try sushimi cucumber roll
the food is delicious	food	positive																								the food is delicious
their wines by the glass are a great accompaniment and you can eat like a king with wine for under 30	wines by the glass	positive	great		wine	neutral																				their wines by the glass are a great accompaniment and you can eat like a king with wine for under 30
yeah shanghai is also great but not quite as good--they use the same amount of salt but without sweetness to balance out	salt	negative	great	good																						yeah shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out
believe us, we've been eating sushi for over 15 yrs	sushi	neutral																								believe us , we 've been eating sushi for over 15 yrs
worth it for a special occasion, or any time!			worth																							worth it for a special occasion , or any time !
the atmosphere is much better than sripraphai (more modern and sleek)	atmosphere	positive	better																							the atmosphere is much better than sripraphai ( more modern and sleek )
i recommend to anyone who wants to dress up and impress the lady			recommend																							i recommend to anyone who wants to dress up and impress the lady
the food is outstanding and the service is quick, friendly and very professional	food	positive	outstanding	quick	service	positive					friendly															the food is outstanding and the service is quick , friendly and very professional
the bagels always warm, soft on the inside, crispy on the outside and enormous in size	bagels	positive	warm	soft							crispy							enormous								the bagels always warm , soft on the inside , crispy on the outside and enormous in size
i had a late dinner at lucky stike, a great name for a joint if ever i saw one	dinner	neutral	great																							i had a late dinner at lucky stike , a great name for a joint if ever i saw one
service is fast and friendly	service	positive	fast																							service is fast and friendly
and they have these home made potato chips at the bar that are the most delicious things in the world!	potato chips	positive	delicious		bar	neutral																				and they have these home made potato chips at the bar that are the most delicious things in the world !
my husband and i enjoyed each of the 6 taste size portions and left completely full	portions	positive	enjoyed																							my husband and i enjoyed each of the 6 taste size portions and left completely full
we all ate pasta entre'es, which were great	pasta entre'es	positive																								we all ate pasta entre'es , which were great
the steak was excellent and one of the best i have had (i tasted the butter intitally but in no way did it overwhelm the flavor of the meat)	steak	positive	excellent	best	butter	negative	flavor	neutral	meat	positive																the steak was excellent and one of the best i have had ( i tasted the butter intitally but in no way did it overwhelm the flavor of the meat )
great experience overall			great																							great experience overall
the ambience is pretty and nice for conversation, so a casual lunch here would probably be best	ambience	positive	nice	casual	lunch	positive																				the ambience is pretty and nice for conversation , so a casual lunch here would probably be best
terrific menu full of unique rolls and special dishes	menu	positive	terrific	unique	rolls	positive					special															terrific menu full of unique rolls and special dishes
the service is ok but could be better	service	negative	ok																							the service is ok but could be better
we love the food, drinks, and atmosphere!	food	positive	love		drinks	positive	atmosphere	positive																		we love the food , drinks , and atmosphere !
i was here a few weeks back and we had the worst customer service experience at a restaurant ever	customer service	negative	worst																							i was here a few weeks back and we had the worst customer service experience at a restaurant ever
nothing against a good sales call, but the tactics at amma are just too obvious			good																							nothing against a good sales call , but the tactics at amma are just too obvious
went on a 3 day oyster binge, with fish bringing up the closing, and i am so glad this was the place it o trip ended, because it was so great!	oyster	neutral	glad	great	fish	neutral	place	positive																		went on a 3 day oyster binge , with fish bringing up the closing , and i am so glad this was the place it o trip ended , because it was so great !
took my mom for mother's day, and the maitre d' was pretty rude	maitre d'	negative																								took my mom for mother 's day , and the maitre d ' was pretty rude
my husband and i have been there a couple of times and each time we sat at the sushi bar (chef yoshi) and ordered everything ala carte	sushi bar	neutral			chef	neutral	ala carte	neutral																		my husband and i have been there a couple of times and each time we sat at the sushi bar ( chef yoshi ) and ordered everything ala carte
if you are looking for a good quality, cheap eats - this is the place	quality	positive	good	cheap																						if you are looking for a good quality , cheap eats - this is the place
the service was friendly and the atmosphere was casual	service	positive	friendly		atmosphere	positive																				the service was friendly and the atmosphere was casual
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else	bagels	neutral	better																							when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else
i recommend their pad see ew, pork chops or tofu plates	pad see ew	positive	recommend		pork chops	positive	tofu plates	positive																		i recommend their pad see ew , pork chops or tofu plates
never in my life did i think that i could be satisfied both in taste and in quantity for 3.00 in nyc	taste	positive	satisfied		quantity	positive																				never in my life did i think that i could be satisfied both in taste and in quantity for 3.00 in nyc
this is the best secret place in midtown', i heard that from the bartender, after having brilliant food (try steak with portobello mushrooms) and drinks on the bar last tuesday	bartender	neutral	best	brilliant	food	positive	steak with portobello mushrooms	positive	drinks	positive		bar	neutral													this is the best secret place in midtown ' , i heard that from the bartender , after having brilliant food ( try steak with portobello mushrooms ) and drinks on the bar last tuesday
the service was excellent - friendly and attentive	service	positive	excellent	friendly																						the service was excellent - friendly and attentive
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other	reservation	negative	enjoy		cocktails	positive	surroundings	positive																		20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other
the dinner menu is diverse and top-notch as well	dinner menu	positive	diverse	top-notch																						the dinner menu is diverse and top-notch as well
it is what modern cuisine is all about	cuisine	positive																								it is what modern cuisine is all about
i don't like indian food too much and this was delicious, however you want to factor that into the equation	indian food	positive	like	delicious																						i do n't like indian food too much and this was delicious , however you want to factor that into the equation
at taj, vegetarians can rejoice-all the dishes are manna from heaven	dishes	positive																								at taj , vegetarians can rejoice-all the dishes are manna from heaven
having hunted around for a quiet, romantic, yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot			quiet	romantic							expensive															having hunted around for a quiet , romantic , yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot
we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze (they told me that if i call in the order, they'd bring it out to the car so i wouldn't have to look for parking)	bagels	neutral																								we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze ( they told me that if i call in the order , they 'd bring it out to the car so i would n't have to look for parking )
jimmy's is hands down the hottest night spot in the bronx	spot	positive	hottest																							jimmy 's is hands down the hottest night spot in the bronx
and i would have to agree with the masses in terms of service - delivery is their achilles' heel	service	negative			delivery	negative																				and i would have to agree with the masses in terms of service - delivery is their achilles ' heel
the 300 bill was a bit steep, but the experience was great	bill	negative	steep																							the 300 bill was a bit steep , but the experience was great
nice ambiance, nice little bar, good bartender, francois, and good service	ambiance	positive	nice	nice	bar	positive	bartender	positive			good							good								nice ambiance , nice little bar , good bartender , francois , and good service
the calamari comes with an incredible sauce, and the duck noodles are yummy as well	calamari	positive	incredible	yummy	sauce	positive	duck noodles	positive																		the calamari comes with an incredible sauce , and the duck noodles are yummy as well
i would definitely go back--if only for some of those exotic martinis on the blackboard	martinis	positive	exotic																							i would definitely go back -- if only for some of those exotic martinis on the blackboard
simple comfort food and what hot and lage portions	comfort food	positive	comfort	hot																						simple comfort food and what hot and lage portions
stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick	rolls	negative			menu	neutral	avocado	negative	rice	negative																stay away from the two specialty rolls on the menu , though- too much avocado and rice will fill you up right quick
we didn't get drink refills and she didn't even offer us the option of dessert	drink refills	negative																								we did n't get drink refills and she did n't even offer us the option of dessert
beautiful experience			beautiful																							beautiful experience
the bagels are also reasonably priced for nyc	bagels	positive	reasonably		priced	positive																				the bagels are also reasonably priced for nyc
if you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2	business dinner	positive	great	fun	table	positive																				if you can handle that , it 's a great place for a business dinner , fun with friends or simply a table for 2
decor leaves something to be desired	decor	negative																								decor leaves something to be desired
also, specify if you like your food spicy- its rather bland if you don't	food	neutral	bland																							also , specify if you like your food spicy- its rather bland if you do n't
our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food	waiter	positive	fine	nice	place	positive	prices	negative																		our waiter was fine , the place looks nice in that not-trying-too-hard way , but at those prices , a little more should be expected of your food
coming from boston this place is like emma's pizza in kendall square in cambridge (although they have more funky toppings!)	toppings	positive																								coming from boston this place is like emma 's pizza in kendall square in cambridge ( although they have more funky toppings ! )
in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse	desserts	negative			espresso cup filled with chocolate mousse	positive																				in an effort to increase turnover , the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse
i've been to this restaurant more than a dozen times and when i'm craving for pho, lemon grass chicken or beef cube on rice, this is the place to go	pho	positive	craving		lemon grass chicken	positive	beef cube on rice	positive																		i 've been to this restaurant more than a dozen times and when i 'm craving for pho , lemon grass chicken or beef cube on rice , this is the place to go
oh yes, and if you are a fan of indian oldies film stars, there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls, some of which, i would love to know where they obtained	portraits	positive	plenty																							oh yes , and if you are a fan of indian oldies film stars , there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls , some of which , i would love to know where they obtained
the food is spectacular, from the appitizers to the main course, and then of course the desserts, (wow) you'll need no more	food	positive	spectacular		appitizers	positive	main course	positive	desserts	positive																the food is spectacular , from the appitizers to the main course , and then of course the desserts , ( wow ) you 'll need no more
the neighborhood was nice though so check out another restaurant instead			nice																							the neighborhood was nice though so check out another restaurant instead
my fish was delicious in an incredible curry sauce	fish	positive	delicious		curry sauce	positive																				my fish was delicious in an incredible curry sauce
if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz's deli down on the lower east side	deli	positive	authentic	famous																						if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz 's deli down on the lower east side
even upon delivery, their juicy pork buns are quite good	pork buns	positive																								even upon delivery , their juicy pork buns are quite good
the space is nice but when we order our drink we were in for a surprise	space	positive	nice		drink	negative																				the space is nice but when we order our drink we were in for a surprise
the entire place and the treatment we received felt as a conveyor belt	place	negative																								the entire place and the treatment we received felt as a conveyor belt
joe's pizza used to have the best slice until this pizzeria opened up	slice	positive	best																							joe 's pizza used to have the best slice until this pizzeria opened up
they are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited	reservation	negative																								they are still living in the dark ages and do not have an answering machine , so if you want to make a reservation you are limited
the food is amazing, rich pastas and fresh doughy pizza	food	positive	amazing	rich	pastas	positive					fresh															the food is amazing , rich pastas and fresh doughy pizza
food was very good, but not what i would consider out of this world	food	positive	good																							food was very good , but not what i would consider out of this world
i had lobster bisque it has 2 oz of maine lobster in it	lobster bisque	positive			maine lobster	positive																				i had lobster bisque it has 2 oz of maine lobster in it
try the pad thai, it's fabulous and their prices are so cheap!	pad thai	positive	fabulous	cheap	prices	positive																				try the pad thai , it 's fabulous and their prices are so cheap !
food is great and inexpensive	food	positive	great																							food is great and inexpensive
dessert - can't be missed, so save room!!!	dessert	positive	missed																							dessert - ca n't be missed , so save room ! ! !
it can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat	food	positive	confusing																							it can be a little confusing as to where one goes to order , but once the food is ordered , you are in for a treat
ingredients are organic which is a real plus for me	ingredients	positive	organic	plus																						ingredients are organic which is a real plus for me
it was so bad i actually refused to pay for my food			bad																							it was so bad i actually refused to pay for my food
i recommend this spot to anyone who enjoys fine cuisine at reasonable prices	cuisine	positive	fine	reasonable																						i recommend this spot to anyone who enjoys fine cuisine at reasonable prices
the staff was very attentive, the ambience lovely, and the food superb	staff	positive	attentive	lovely	ambience	positive	food	positive																		the staff was very attentive , the ambience lovely , and the food superb
i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them	ingrediants	positive	love	expensive	food	positive	cuisine	positive			fine															i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine , even with no idea how to use them
the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area	pizza	positive			wine	positive	service	positive	backyard dining area	positive																the pizza and wine were excellent-the service too -- but what really made this place was the backyard dining area
the waiters are sweet, the food is tasty and the bill is never too large	waiters	positive	sweet	tasty	food	positive	bill	positive																		the waiters are sweet , the food is tasty and the bill is never too large
the service was superb, they treat you like family	service	positive	superb																							the service was superb , they treat you like family
we all had the tasting menu and unlike some of the other reviews, i felt there was more than enough food	menu	positive	enough																							we all had the tasting menu and unlike some of the other reviews , i felt there was more than enough food
the menu may be small, but everything on it is delicious	menu	negative	small																							the menu may be small , but everything on it is delicious
too bad latin quarters closed			bad																							too bad latin quarters closed
