text	label_text
directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft .	very positive
it 's an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise .	negative
cletis is playful but highly studied and dependent for its success on a patient viewer .	positive
would benigni 's italian pinocchio have been any easier to sit through than this hastily dubbed disaster ?	very negative
this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .	very negative
each punch seen through prison bars , the fights become not so much a struggle of man vs. man as brother-man vs. the man .	neutral
there 's an admirable rigor to jimmy 's relentless anger , and to the script 's refusal of a happy ending , but as those monologues stretch on and on , you realize there 's no place for this story to go but down .	negative
i 'll stay with the stage versions , however , which bite cleaner , and deeper .	negative
it 's a movie that ends with truckzilla , for cryin ' out loud .	negative
chalk it up as the worst kind of hubristic folly .	very negative
the story , once it gets rolling , is nothing short of a great one .	very positive
they just do n't work in concert .	negative
a movie that falls victim to frazzled wackiness and frayed satire .	neutral
it 's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it never quite adds up .	neutral
an unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode .	negative
both damning and damned compelling .	positive
it 's not original enough .	negative
apart from anything else , this is one of the best-sustained ideas i have ever seen on the screen .	very positive
the adventures of pluto nash is a whole lot of nada .	very negative
a meditation on faith and madness , frailty is blood-curdling stuff .	positive
he 's one of the few ` cool ' actors who never seems aware of his own coolness .	positive
this 100-minute movie only has about 25 minutes of decent material .	negative
a serious movie with serious ideas .	very positive
attal 's hang-ups surrounding infidelity are so old-fashioned and , dare i say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .	negative
plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing the scorpion king .	negative
stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection .	negative
it 's the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming .	positive
leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama .	very positive
beautiful to watch and holds a certain charm .	very positive
campbell scott finds the ideal outlet for his flick-knife diction in the role of roger swanson .	positive
it 's like a `` big chill '' reunion of the baader-meinhof gang , only these guys are more harmless pranksters than political activists .	neutral
then you 'd do well to check this one out because it 's straight up twin peaks action ...	positive
aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there 's little to be learned from watching ` comedian '	neutral
mana gives us compelling , damaged characters who we want to help -- or hurt .	neutral
that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .	negative
land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .	positive
did the film inform and educate me ?	neutral
barney 's ideas about creation and identity do n't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour 's worth of actual material .	negative
build some robots , haul 'em to the theatre with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year .	very negative
cineasts will revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of miramax chief harvey weinstein 's bluff personal style to the stylistic rigors of denmark 's dogma movement .	positive
bottom-rung new jack city wannabe .	negative
despite the fact that this film was n't as bad as i thought it was going to be , it 's still not a good movie	very negative
but this time , the old mib label stands for milder is n't better .	negative
forget the misleading title , what 's with the unexplained baboon cameo ?	negative
it 's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long .	very negative
what 's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .	positive
yet another entry in the sentimental oh-those-wacky-brits genre that was ushered in by the full monty and is still straining to produce another smash hit .	negative
every conceivable mistake a director could make in filming opera has been perpetrated here .	very negative
the film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .	negative
a standard police-oriented drama that , were it not for de niro 's participation , would have likely wound up a tnt original .	negative
yet another movie which presumes that high school social groups are at war , let alone conscious of each other 's existence .	neutral
with notorious c.h.o. cho proves she has the stuff to stand tall with pryor , carlin and murphy .	positive
watching this film , one is left with the inescapable conclusion that hitchens ' obsession with kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .	positive
e.t. works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .	very positive
so unique and stubborn and charismatic that you want it to be better and more successful than it is .	neutral
yes , it 's as good as you remember .	positive
for veggietales fans , this is more appetizing than a side dish of asparagus .	very positive
there are problems with this film that even 3 oscar winners ca n't overcome , but it 's a nice girl-buddy movie once it gets rock-n-rolling .	neutral
as directed by dani kouyate of burkina faso , sia lacks visual flair .	neutral
full of detail about the man and his country , and is well worth seeing .	very positive
little more than a well-mounted history lesson .	negative
wallace directs with such patronising reverence , it turns the stomach .	neutral
peter jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte could want .	very positive
this tale has been told and retold ; the races and rackets change , but the song remains the same .	negative
a joyous occasion	very positive
-lrb- `` take care of my cat '' -rrb- is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals .	positive
a bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract frank tashlin comedy and as a playful recapitulation of the artist 's career .	neutral
novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .	negative
one-of-a-kind near-masterpiece .	very positive
trying to figure out the rules of the country bear universe -- when are bears bears and when are they like humans , only hairier -- would tax einstein 's brain .	negative
a thoroughly engaging , surprisingly touching british comedy .	very positive
you have no affinity for most of the characters .	very negative
its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary .	negative
sensitively examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do .	neutral
whether or not you buy mr. broomfield 's findings , the film acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover .	positive
a relentless , bombastic and ultimately empty world war ii action flick .	negative
charlotte sometimes is a brilliant movie .	very positive
move over bond ; this girl deserves a sequel .	very positive
an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg 's the prince of egypt from 1998 .	negative
for a story set at sea , ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . '	very negative
congrats disney on a job well done , i enjoyed it just as much !	very positive
a muddy psychological thriller rife with miscalculations .	negative
is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?	negative
it 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .	positive
the movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh .	very negative
in between all the emotional seesawing , it 's hard to figure the depth of these two literary figures , and even the times in which they lived .	negative
expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .	positive
an exit sign , that is .	negative
beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people .	very positive
entirely suspenseful , extremely well-paced and ultimately ... dare i say , entertaining !	very positive
just dreadful .	very negative
bill morrison 's decasia is uncompromising , difficult and unbearably beautiful .	very positive
a superlative b movie -- funny , sexy , and rousing .	positive
the advantage of a postapocalyptic setting is that it can be made on the cheap .	negative
yet another genre exercise , gangster no. 1 is as generic as its title .	negative
before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .	negative
a well-acted movie that simply does n't gel .	neutral
... while dark water is n't a complete wash -lrb- no pun intended -rrb- , watched side-by-side with ringu , it ultimately comes off as a pale successor .	negative
plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .	positive
the movie is obviously a labour of love so howard appears to have had free rein to be as pretentious as he wanted .	neutral
one feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism .	positive
the script 's judgment and sense of weight is way , way off .	very negative
the filmmakers might want to look it up .	neutral
despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .	negative
is a mess .	very negative
adroit but finally a trifle flat , mad love does n't galvanize its outrage the way , say , jane campion might have done , but at least it possesses some .	negative
... quite endearing .	positive
a mess , but it 's a sincere mess .	neutral
hip-hop prison thriller of stupefying absurdity .	negative
i found myself liking the film , though in this case one man 's treasure could prove to be another man 's garbage .	neutral
a domestic melodrama with weak dialogue and biopic cliches .	negative
a little better than sorcerer 's stone .	positive
nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .	very positive
almost as offensive as `` freddy got fingered . ''	negative
imagine susan sontag falling in love with howard stern .	negative
cockettes has the glorious , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .	neutral
there 's no point of view , no contemporary interpretation of joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .	negative
narc can only remind us of brilliant crime dramas without becoming one itself .	neutral
a listless sci-fi comedy in which eddie murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect .	very negative
renner carries much of the film with a creepy and dead-on performance .	very positive
renner ?	neutral
brainy , artistic and muted , almost to the point of suffocation .	neutral
the film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality .	positive
the sequel plays out like a flimsy excuse to give blade fans another look at wesley snipes ' iconic hero doing battle with dozens of bad guys -- at once .	negative
wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .	very negative
steven soderbergh does n't remake andrei tarkovsky 's solaris so much as distill it .	negative
although melodramatic and predictable , this romantic comedy explores the friendship between five filipino-americans and their frantic efforts to find love .	neutral
a compelling yarn , but not quite a ripping one .	positive
if routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear .	negative
tale will be all too familiar for anyone who 's seen george roy hill 's 1973 film , `` the sting . ''	negative
secretary is not a movie about fetishism .	neutral
warm and exotic .	positive
the movie 's blatant derivativeness is one reason it 's so lackluster .	negative
rehearsals are frequently more fascinating than the results .	positive
like a grinning jack o ' lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .	negative
the story is virtually impossible to follow here , but there 's a certain style and wit to the dialogue .	neutral
a dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater provides .	positive
it 's a wonderful , sobering , heart-felt drama .	very positive
here 's yet another cool crime movie that actually manages to bring something new into the mix .	positive
one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society .	positive
done in mostly by a weak script that ca n't support the epic treatment .	very negative
troll the cult section of your local video store for the real deal .	neutral
unfortunately , kapur modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare .	very negative
uneven , self-conscious but often hilarious spoof .	positive
the phone rings and a voice tells you you 've got seven days left to live .	neutral
deserving of its critical backlash and more .	negative
entertainment more disposable than hanna-barbera 's half-hour cartoons ever were .	neutral
when the twist endings were actually surprising ?	neutral
do we really need another film that praises female self-sacrifice ?	negative
more mature than fatal attraction , more complete than indecent proposal and more relevant than 9 1\/2 weeks , unfaithful is at once intimate and universal cinema .	very positive
the wonder of mostly martha is the performance of gedeck , who makes martha enormously endearing .	very positive
a battle between bug-eye theatre and dead-eye matinee .	negative
like a tarantino movie with heart , alias betty is richly detailed , deftly executed and utterly absorbing .	positive
it 's hard to say who might enjoy this , are there tolstoy groupies out there ?	negative
this movie is to be cherished .	very positive
in all fairness , i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks .	positive
the screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children .	negative
entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .	negative
ryan gosling ... is at 22 a powerful young actor .	very positive
-lrb- garbus -rrb- discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation .	neutral
i am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray richard dawson .	very positive
while this movie , by necessity , lacks fellowship 's heart , two towers outdoes its spectacle .	positive
for those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed .	positive
an absorbing and unsettling psychological drama .	positive
skillful as he is , mr. shyamalan is undone by his pretensions .	neutral
like the best of godard 's movies ... it is visually ravishing , penetrating , impenetrable .	very positive
with wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .	neutral
spare but quietly effective retelling .	positive
the story that emerges has elements of romance , tragedy and even silent-movie comedy .	positive
this is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors .	negative
it 's a strange film , one that was hard for me to warm up to .	negative
a series of immaculately composed shots of patch adams quietly freaking out does not make for much of a movie .	negative
chomp chomp !	neutral
harks back to a time when movies had more to do with imagination than market research .	positive
all the queen 's men is a throwback war movie that fails on so many levels , it should pay reparations to viewers .	very negative
fessenden 's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .	positive
the exclamation point seems to be the only bit of glee you 'll find in this dreary mess .	very negative
a banal , virulently unpleasant excuse for a romantic comedy .	very negative
a must see for all sides of the political spectrum	very positive
the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .	very positive
skip the film and buy the philip glass soundtrack cd .	very negative
viewed as a comedy , a romance , a fairy tale , or a drama , there 's nothing remotely triumphant about this motion picture .	neutral
... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .	very negative
forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .	very negative
an action\/thriller of the finest kind , evoking memories of day of the jackal , the french connection , and heat .	very positive
beyond the cleverness , the weirdness and the pristine camerawork , one hour photo is a sobering meditation on why we take pictures .	positive
the best part about `` gangs '' was daniel day-lewis .	positive
... hypnotically dull .	very negative
we ca n't accuse kung pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie .	very negative
but then again , i hate myself most mornings .	negative
a charming and funny story of clashing cultures and a clashing mother\/daughter relationship .	neutral
although purportedly a study in modern alienation , it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .	negative
if signs is a good film , and it is , the essence of a great one is in there somewhere .	neutral
it can be safely recommended as a video\/dvd babysitter .	positive
the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .	positive
part of the film 's cheeky charm comes from its vintage schmaltz .	very positive
a fun family movie that 's suitable for all ages -- a movie that will make you laugh , cry and realize , ` it 's never too late to believe in your dreams . '	very positive
unlike most anime , whose most ardent fans outside japan seem to be introverted young men with fantasy fetishes , metropolis never seems hopelessly juvenile .	positive
there is something that is so meditative and lyrical about babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics	positive
it winds up moving in many directions as it searches -lrb- vainly , i think -rrb- for something fresh to say .	negative
it 's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .	very negative
fulfills the minimum requirement of disney animation .	neutral
with or without the sex , a wonderful tale of love and destiny , told well by a master storyteller	very positive
rifkin no doubt fancies himself something of a hubert selby jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative .	very negative
but it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .	positive
the acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .	negative
romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .	very positive
-lrb- a -rrb- rather thinly-conceived movie .	very negative
good , solid storytelling .	very positive
it 's a treat watching shaw , a british stage icon , melting under the heat of phocion 's attentions .	positive
the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half	negative
a smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .	very negative
um ... is n't that the basis for the entire plot ?	negative
-lrb- has -rrb- an immediacy and an intimacy that sucks you in and dares you not to believe it 's all true .	positive
a deftly entertaining film , smartly played and smartly directed .	very positive
bogdanovich taps deep into the hearst mystique , entertainingly reenacting a historic scandal .	very positive
a terrible movie that some people will nevertheless find moving .	very negative
to blandly go where we went 8 movies ago ...	negative
this is not a retread of `` dead poets ' society . ''	neutral
an intriguing near-miss .	neutral
the film 's lack of personality permeates all its aspects -- from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed .	very negative
the kind of sense of humor that derives from a workman 's grasp of pun and entendre and its attendant need to constantly draw attention to itself .	neutral
craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters .	positive
rosenthal -lrb- halloween ii -rrb- seems to have forgotten everything he ever knew about generating suspense .	negative
but it 's defiantly and delightfully against the grain .	positive
famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer .	positive
` matrix ' - style massacres erupt throughout ... but the movie has a tougher time balancing its violence with kafka-inspired philosophy .	negative
-lrb- toback 's -rrb- fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard ... blends uneasily with the titillating material .	negative
at a time when commercialism has squeezed the life out of whatever idealism american moviemaking ever had , godfrey reggio 's career shines like a lonely beacon .	positive
the type of dumbed-down exercise in stereotypes that gives the -lrb- teen comedy -rrb- genre a bad name .	negative
elegant and eloquent -lrb- meditation -rrb- on death and that most elusive of passions , love .	very positive
you bet there is and it 's what makes this rather convoluted journey worth taking .	neutral
weird .	negative
-lrb- clooney 's -rrb- debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the coen brothers and steven soderbergh .	positive
pair that with really poor comedic writing ... and you 've got a huge mess .	very negative
it was a dark and stormy night ...	neutral
the audience when i saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack .	negative
nicholas nickleby celebrates the human spirit with such unrelenting dickensian decency that it turned me -lrb- horrors ! -rrb-	positive
romanek 's themes are every bit as distinctive as his visuals .	very positive
no worse a film than breaking out , and breaking out was utterly charming .	positive
an empty , ugly exercise in druggy trance-noir and trumped-up street credibility .	neutral
scooby doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .	very positive
a dim-witted and lazy spin-off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring .	very negative
... an airless , prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if lopez 's publicist should share screenwriting credit .	very negative
will anyone who is n't a fangoria subscriber be excited that it has n't gone straight to video ?	negative
your children will be occupied for 72 minutes .	positive
exciting and well-paced .	very positive
in this film , aussie david caesar channels the not-quite-dead career of guy ritchie .	neutral
wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .	neutral
lasker 's canny , meditative script distances sex and love , as byron and luther ... realize they ca n't get no satisfaction without the latter .	positive
`` feardotcom '' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel , but it simply becomes a routine shocker .	neutral
essentially , the film is weak on detail and strong on personality	neutral
like rudy yellow lodge , eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .	very negative
the amazing film work is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others .	positive
it must be in the genes .	neutral
only for young children , if them .	neutral
femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .	negative
combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption .	very positive
just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny .	very negative
while hoffman 's performance is great , the subject matter goes nowhere .	neutral
the movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds .	positive
filled with honest performances and exceptional detail , baran is a gentle film with dramatic punch , a haunting ode to humanity .	very positive
rodriguez does a splendid job of racial profiling hollywood style -- casting excellent latin actors of all ages -- a trend long overdue .	positive
takashi miike keeps pushing the envelope : ichi the killer	positive
more likely to have you scratching your head than hiding under your seat .	negative
fairly run-of-the-mill .	negative
so could young romantics out on a date .	positive
despite its flaws ... belinsky is still able to create an engaging story that keeps you guessing at almost every turn .	positive
the secrets of time travel will have been discovered , indulged in and rejected as boring before i see this piece of crap again .	very negative
the script boasts some tart tv-insider humor , but the film has not a trace of humanity or empathy .	negative
though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .	negative
satin rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity .	positive
due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a teleprompter .	very negative
it 's so crammed with scenes and vistas and pretty moments that it 's left a few crucial things out , like character development and coherence .	negative
shamelessly resorting to pee-related sight gags that might even cause tom green a grimace ; still , myer 's energy and the silliness of it all eventually prevail	neutral
a hypnotic cyber hymn and a cruel story of youth culture .	positive
noyce has worked wonders with the material .	very positive
a sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama .	negative
no thanks .	negative
despite the predictable parent vs. child coming-of-age theme , first-class , natural acting and a look at `` the real americans '' make this a charmer .	very positive
delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year .	very positive
best described as i know what you did last winter .	neutral
action - mechanical .	negative
another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures .	very negative
this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .	negative
it 's a bad sign in a thriller when you instantly know whodunit .	negative
while the production details are lavish , film has little insight into the historical period and its artists , particularly in how sand developed a notorious reputation .	negative
although olivier assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ... its three-hour running time plays closer to two .	positive
the tonal shifts are jolting , and though wen 's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive .	neutral
dense and enigmatic ... elusive ... stagy and stilted	neutral
the moral shrapnel and mental shellshock will linger long after this film has ended .	positive
a sleek advert for youthful anomie that never quite equals the sum of its pretensions .	negative
overall , it 's a very entertaining , thought-provoking film with a simple message : god is love .	very positive
some movies were made for the big screen , some for the small screen , and some , like ballistic : ecks vs. sever , were made for the palm screen .	negative
`` on guard ! ''	neutral
a minor work yet there 's no denying the potency of miller 's strange , fleeting brew of hopeful perseverance and hopeless closure .	neutral
a confident , richly acted , emotionally devastating piece of work and 2002 's first great film	very positive
labute 's careful handling makes the material seem genuine rather than pandering .	very positive
the whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product .	very negative
an inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength .	negative
... a funny yet dark and seedy clash of cultures and generations .	positive
routine and rather silly .	neutral
denver should not get the first and last look at one of the most triumphant performances of vanessa redgrave 's career .	neutral
as tricky and satisfying as any of david mamet 's airless cinematic shell games .	positive
the best thing that can be said of the picture is that it does have a few cute moments .	neutral
the story is smart and entirely charming in intent and execution .	positive
a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .	neutral
the action clichés just pile up .	negative
not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy hollywood at its laziest .	very negative
a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them .	very positive
if ever a concept came handed down from the movie gods on a silver platter , this is it .	very positive
you may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear .	positive
`` brown sugar '' admirably aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film .	positive
highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring ice-t in a major role .	positive
far away .	neutral
the kind of trifle that date nights were invented for . .	neutral
all the actors are good in pauline & paulette but van der groen , described as ` belgium 's national treasure , ' is especially terrific as pauline .	neutral
gently humorous and touching .	positive
puportedly `` based on true events , '' a convolution of language that suggests it 's impossible to claim that it is `` based on a true story '' with a straight face .	negative
vulgar is too optimistic a title .	very negative
`` the adventures of pluto nash '' is a big time stinker .	very negative
visually captivating .	very positive
as each of them searches for their place in the world , miller digs into their very minds to find an unblinking , flawed humanity .	positive
she 's a cipher , played by an actress who smiles and frowns but does n't reveal an inner life .	neutral
writer-director stephen gaghan has made the near-fatal mistake of being what the english call ` too clever by half . '	negative
for the future , one hopes mr. plympton will find room for one more member of his little band , a professional screenwriter .	very negative
the story plays out slowly , but the characters are intriguing and realistic .	positive
very predictable but still entertaining	positive
if you 're not a fan , it might be like trying to eat brussels sprouts .	negative
has far more energy , wit and warmth than should be expected from any movie with a `` 2 '' at the end of its title .	positive
mr. deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy .	very positive
it all seemed wasted like deniro 's once promising career and the once grand long beach boardwalk .	negative
its gentle , touching story creeps into your heart .	very positive
armed with a game supporting cast , from the pitch-perfect forster to the always hilarious meara and levy , like mike shoots and scores , doing its namesake proud .	very positive
gloriously straight from the vagina .	neutral
... works on some levels and is certainly worth seeing at least once .	positive
a potentially good comic premise and excellent cast are terribly wasted .	negative
a small gem from belgium .	very positive
courtney chases stuart with a cell phone .	neutral
the characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life .	very positive
worth a look as a curiosity .	positive
it is a testament of quiet endurance , of common concern , of reconciled survival .	neutral
if you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .	negative
eddie murphy and owen wilson have a cute partnership in i spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good .	negative
short and sweet , but also more than anything else slight ... tadpole pulls back from the consequences of its own actions and revelations .	positive
poignant and delicately complex .	positive
and we do n't avert our eyes for a moment .	positive
simply and eloquently articulates the tangled feelings of particular new yorkers deeply touched by an unprecedented tragedy .	very positive
plays like a checklist of everything rob reiner and his cast were sending up .	neutral
... could easily be called the best korean film of 2002 .	very positive
the title , alone , should scare any sane person away .	very negative
for all the time we spend with these people , we never really get inside of them .	negative
it does n't matter that the film is less than 90 minutes .	positive
the plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours .	very negative
this english-language version ... does full honor to miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters .	neutral
whether quitting will prove absorbing to american audiences is debatable .	neutral
the film is a hoot , and is just as good , if not better than much of what 's on saturday morning tv especially the pseudo-educational stuff we all ca n't stand .	very positive
the ending feels at odds with the rest of the film .	positive
in the end there is one word that best describes this film : honest .	positive
the movie barely makes sense , with its unbelievable naïveté and arbitrary flashbacks .	very negative
it 's a quirky , off-beat project .	positive
if you can get past the taboo subject matter , it will be well worth your time .	very positive
coy but exhilarating , with really solid performances by ving rhames and wesley snipes .	positive
starts slowly , but adrien brody -- in the title role -- helps make the film 's conclusion powerful and satisfying .	positive
feeble comedy .	negative
no amount of blood and disintegrating vampire cadavers can obscure this movie 's lack of ideas .	negative
simply does n't have sufficient heft to justify its two-hour running time .	neutral
... the good and different idea -lrb- of middle-aged romance -rrb- is not handled well and , except for the fine star performances , there is little else to recommend `` never again . ''	negative
parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone ... that ultimately dulls the human tragedy at the story 's core .	neutral
would that greengrass had gone a tad less for grit and a lot more for intelligibility .	negative
sadly , as blood work proves , that was a long , long time ago .	negative
the performers are so spot on , it is hard to conceive anyone else in their roles .	very positive
