tokens	pos_tags	chunk_tags	ner_tags	text	tags
['-', '5', 'Billy', 'Mayfair', 'through', '2']	[8, 11, 22, 22, 15, 11]	[0, 11, 11, 12, 13, 11]	[0, 0, 1, 2, 0, 0]	- 5 Billy Mayfair through 2	['O', 'O', 'B-PER', 'I-PER', 'O', 'O']
['MOSCOW', '1996-08-25']	[30, 11]	[3, 11]	[5, 0]	MOSCOW 1996-08-25	['B-LOC', 'O']
"['It', ""'s"", 'an', 'inexorable', 'change', '.', '""']"	[28, 42, 12, 16, 21, 7, 0]	[11, 21, 11, 12, 12, 0, 0]	[0, 0, 0, 0, 0, 0, 0]	"It's an inexorable change . """	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['He', 'said', 'the', 'article', 'largely', 'reiterated', 'information', 'about', 'the', 'suits', 'and', 'the', 'disease', 'which', 'had', 'previously', 'been', 'made', 'public', 'via', 'Securities', 'and', 'Exchange', 'Commission', 'filings', 'and', 'annual', 'reports', '.']	[28, 38, 12, 21, 30, 38, 21, 15, 12, 24, 10, 12, 21, 43, 38, 30, 40, 40, 16, 15, 23, 10, 22, 22, 24, 10, 16, 24, 7]	[11, 21, 11, 12, 3, 21, 11, 13, 11, 12, 0, 11, 12, 11, 21, 22, 22, 22, 11, 13, 11, 12, 12, 12, 12, 0, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0]	He said the article largely reiterated information about the suits and the disease which had previously been made public via Securities and Exchange Commission filings and annual reports.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']
['10,650,407', '10,650,407', '10,650,407', '10,650,407']	[11, 11, 11, 11]	[11, 12, 12, 12]	[0, 0, 0, 0]	10,650,407 10,650,407 10,650,407 10,650,407	['O', 'O', 'O', 'O']
['Messages', 'of', 'goodwill', 'continued', 'to', 'roll', 'into', 'the', 'team', 'hotel', '.']	[24, 15, 21, 38, 35, 37, 15, 12, 21, 21, 7]	[11, 13, 11, 21, 22, 22, 13, 11, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Messages of goodwill continued to roll into the team hotel.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['-', 'Editorial', 'lambasts', 'Jalal', 'Talabani', ',', 'leader', 'of', 'a', 'Kurdish', 'rebel', 'faction', 'in', 'the', 'north', ',', 'for', 'liaising', 'with', 'Iran', 'in', 'its', 'fight', 'against', 'rivals', '.']	[8, 21, 24, 22, 22, 6, 21, 15, 12, 16, 21, 21, 15, 12, 21, 6, 15, 39, 15, 22, 15, 29, 21, 15, 24, 7]	[0, 11, 12, 12, 12, 0, 11, 13, 11, 12, 12, 12, 13, 11, 12, 0, 13, 21, 13, 11, 13, 11, 12, 13, 11, 0]	[0, 0, 0, 1, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]	- Editorial lambasts Jalal Talabani, leader of a Kurdish rebel faction in the north, for liaising with Iran in its fight against rivals.	['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']
['After', 'a', 'delayed', 'opening', ',', 'the', 'stock', 'was', 'off', '1-1/2', 'to', '18-7/8', '.']	[15, 12, 16, 21, 6, 12, 21, 38, 30, 11, 35, 11, 7]	[13, 11, 12, 12, 0, 11, 12, 21, 3, 11, 13, 11, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	After a delayed opening, the stock was off 1-1/2 to 18-7/8.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['A', 'shares', '--', 'distributed', 'to', 'former', 'holders', 'of', 'property', 'rights', 'in', 'the', 'Beirut', 'central', 'district', 'SOLIDERE', 'is', 'rebuilding', '--', 'closed', 'at', '$', '104.625', 'unchanged', 'from', 'Thursday', '.']	[12, 24, 8, 40, 35, 16, 24, 15, 21, 24, 15, 12, 22, 16, 21, 22, 42, 39, 8, 38, 15, 3, 11, 16, 15, 22, 7]	[11, 12, 0, 21, 13, 11, 12, 13, 11, 12, 13, 11, 12, 12, 12, 12, 21, 22, 0, 21, 13, 11, 12, 1, 13, 11, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	A shares--distributed to former holders of property rights in the Beirut central district SOLIDERE is rebuilding--closed at $104.625 unchanged from Thursday.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Borac', '3', '0', '0', '3', '0', '8', '0']	[22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Borac 3 0 0 3 0 8 0	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['CENTRAL', 'DIVISION']	[22, 22]	[11, 12]	[7, 8]	CENTRAL DIVISION	['B-MISC', 'I-MISC']
['SAN', 'DIEGO', '73', '60', '.549', '-']	[22, 22, 11, 11, 11, 8]	[11, 12, 12, 11, 12, 12]	[3, 4, 0, 0, 0, 0]	SAN DIEGO 73 60 .549 -	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']
['U.S.', 'base', 'metals', 'and', 'scrap', 'prices', '-', 'August', '26', '.']	[22, 21, 24, 10, 21, 24, 8, 22, 11, 7]	[11, 12, 12, 0, 11, 12, 0, 11, 12, 0]	[5, 0, 0, 0, 0, 0, 0, 0, 0, 0]	U.S. base metals and scrap prices - August 26.	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['New', 'Liberia', 'Council', 'chief', 'to', 'be', 'installed', 'Tuesday', '.']	[22, 23, 22, 16, 35, 37, 40, 22, 7]	[11, 12, 12, 12, 21, 22, 22, 11, 0]	[0, 3, 4, 0, 0, 0, 0, 0, 0]	New Liberia Council chief to be installed Tuesday.	['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']
['MDS', 'president', 'Mohamed', 'Moada', 'was', 'sentenced', 'last', 'February', 'to', '11', 'years', 'in', 'jail', 'on', 'charges', 'of', 'having', 'secret', 'contacts', 'with', 'Libyan', 'agents', 'and', 'receiving', 'money', 'from', 'Tripoli', '.']	[22, 21, 22, 22, 38, 40, 16, 22, 35, 11, 24, 15, 21, 15, 24, 15, 39, 16, 24, 15, 16, 24, 10, 39, 21, 15, 22, 7]	[11, 12, 12, 12, 21, 22, 11, 12, 13, 11, 12, 13, 11, 13, 11, 13, 21, 11, 12, 13, 11, 12, 0, 21, 11, 13, 11, 0]	[3, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5, 0]	MDS president Mohamed Moada was sentenced last February to 11 years in jail on charges of having secret contacts with Libyan agents and receiving money from Tripoli.	['B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']
['1-0', '.']	[11, 7]	[11, 0]	[0, 0]	1-0.	['O', 'O']
['At', 'the', 'Butte', 'prospect', ',', 'the', 'Garrington', '4-8', 'has', 'reached', 'total', 'depth', 'of', '11,500', 'and', 'has', 'logged', '278', 'feet', 'of', 'Leduc', 'Reef', '.']	[15, 12, 22, 21, 6, 12, 22, 11, 42, 40, 16, 21, 15, 11, 10, 42, 40, 11, 24, 15, 22, 22, 7]	[13, 11, 12, 12, 0, 11, 12, 12, 21, 22, 11, 12, 13, 11, 0, 21, 22, 11, 12, 13, 11, 12, 0]	[0, 0, 7, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]	At the Butte prospect, the Garrington 4-8 has reached total depth of 11,500 and has logged 278 feet of Leduc Reef.	['O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']
['16', '-', 'Martina', 'Hingis', '(', 'Switzerland', ')', 'beat', 'Miriam', 'Oremans', '(', 'Netherlands', ')', '6-4', '6-4']	[11, 8, 22, 22, 4, 22, 5, 37, 22, 24, 4, 22, 5, 11, 11]	[11, 12, 12, 12, 0, 11, 0, 21, 11, 12, 0, 11, 0, 11, 12]	[0, 0, 1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0]	16 - Martina Hingis (Switzerland) beat Miriam Oremans (Netherlands) 6-4 6-4	['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']
['Sep.96']	[11]	[11]	[0]	Sep.96	['O']
['Played', 'on', 'Wednesday', ':']	[40, 15, 22, 8]	[21, 13, 11, 0]	[0, 0, 0, 0]	Played on Wednesday:	['O', 'O', 'O', 'O']
['Bayer', 'Leverkusen', '0', 'Fortuna', 'Duesseldorf', '1', '(', 'Seeliger', '47th', ')', '.']	[22, 22, 11, 22, 22, 11, 4, 17, 16, 5, 7]	[11, 12, 12, 12, 12, 12, 0, 11, 12, 0, 0]	[3, 4, 0, 3, 4, 0, 0, 1, 0, 0, 0]	Bayer Leverkusen 0 Fortuna Duesseldorf 1 (Seeliger 47th).	['B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O']
['in', 'the', 'Mexican', 'soccer', 'championship', ':']	[15, 12, 16, 21, 21, 8]	[13, 11, 12, 12, 12, 0]	[0, 0, 7, 0, 0, 0]	in the Mexican soccer championship:	['O', 'O', 'B-MISC', 'O', 'O', 'O']
"['Misael', 'Valerio', ',', 'head', 'of', 'border', 'police', 'at', 'the', 'Security', 'Ministry', ',', 'told', 'reporters', 'that', 'surveillance', 'of', 'the', 'country', ""'s"", 'northern', 'border', 'with', 'Nicaragua', 'has', 'been', 'stepped', 'up', 'to', 'stop', 'the', 'kidnappers', 'from', 'fleeing', 'Costa', 'Rica', '.']"	[22, 22, 6, 21, 15, 21, 21, 15, 12, 22, 22, 6, 38, 24, 12, 21, 15, 12, 21, 27, 16, 21, 15, 22, 42, 40, 40, 33, 35, 37, 12, 24, 15, 39, 22, 22, 7]	[11, 12, 0, 11, 13, 11, 12, 13, 11, 12, 12, 0, 21, 11, 11, 12, 13, 11, 12, 11, 12, 12, 13, 11, 21, 22, 22, 15, 21, 22, 11, 12, 13, 21, 11, 12, 0]	[1, 2, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]	Misael Valerio, head of border police at the Security Ministry, told reporters that surveillance of the country's northern border with Nicaragua has been stepped up to stop the kidnappers from fleeing Costa Rica.	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']
['The', 'U.S.', 'embassy', 'in', 'Athens', ',', 'the', 'consulates', 'general', 'in', 'Athens', 'and', 'Thessaloniki', 'and', 'all', 'U.S.', 'government', 'offices', 'in', 'Greece', 'will', 'be', 'closed', 'on', 'Monday', ',', 'September', '2', 'in', 'observance', 'of', 'Labour', 'Day', ',', 'a', 'U.S.', 'national', 'holiday', ',', 'the', 'embassy', 'said', '.']	[12, 22, 21, 15, 22, 6, 12, 24, 16, 15, 22, 10, 22, 10, 12, 22, 21, 24, 15, 22, 20, 37, 40, 15, 22, 6, 22, 11, 15, 21, 15, 22, 22, 6, 12, 22, 16, 21, 6, 12, 21, 38, 7]	[11, 12, 12, 13, 11, 0, 11, 12, 1, 13, 11, 12, 12, 0, 11, 12, 12, 12, 13, 11, 21, 22, 22, 13, 11, 0, 11, 12, 13, 11, 13, 11, 12, 0, 11, 12, 12, 12, 0, 11, 12, 21, 0]	[0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]	The U.S. embassy in Athens, the consulates general in Athens and Thessaloniki and all U.S. government offices in Greece will be closed on Monday, September 2 in observance of Labour Day, a U.S. national holiday, the embassy said.	['O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['French', 'Premier', 'Alain', 'Juppe', 'will', 'pay', 'an', 'official', 'visit', 'to', 'Greece', 'on', 'September', '15', 'to', 'celebrate', '150', 'years', 'of', 'the', 'French', 'Archaeological', 'Society', ',', 'government', 'spokesman', 'Dimitris', 'Reppas', 'said', 'on', 'Wednesday', '.']	[22, 22, 22, 22, 20, 37, 12, 21, 21, 35, 22, 15, 22, 11, 35, 37, 11, 24, 15, 12, 22, 22, 22, 6, 21, 21, 22, 22, 38, 15, 22, 7]	[11, 12, 12, 12, 21, 22, 11, 12, 12, 13, 11, 13, 11, 12, 21, 22, 11, 12, 13, 11, 12, 12, 12, 0, 11, 12, 12, 12, 21, 13, 11, 0]	[7, 0, 1, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 1, 2, 0, 0, 0, 0]	French Premier Alain Juppe will pay an official visit to Greece on September 15 to celebrate 150 years of the French Archaeological Society, government spokesman Dimitris Reppas said on Wednesday.	['B-MISC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']
['It', 'accepted', 'bids', 'for', '44.3', 'billion', 'francs', 'in', 'new', 'liquidity', ',', '3.9', 'billion', 'less', 'than', 'the', '48.2', 'billion', 'leaving', 'the', 'market', 'on', 'Tuesday', 'when', 'a', 'previous', 'pact', 'expires', '.']	[28, 38, 24, 15, 11, 11, 24, 15, 16, 21, 6, 11, 11, 17, 15, 12, 11, 11, 39, 12, 21, 15, 22, 46, 12, 16, 21, 42, 7]	[11, 21, 11, 13, 11, 12, 12, 13, 11, 12, 0, 11, 12, 1, 13, 11, 12, 12, 21, 11, 12, 13, 11, 3, 11, 12, 12, 21, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	It accepted bids for 44.3 billion francs in new liquidity, 3.9 billion less than the 48.2 billion leaving the market on Tuesday when a previous pact expires.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['They', 'have', 'already', 'signed', 'an', 'association', 'agreement', 'with', 'the', 'European', 'Union', 'and', 'are', 'both', 'part', 'of', 'the', 'Central', 'European', 'Free', 'Trade', 'Area', ',', 'which', 'also', 'comprises', 'Hungary', ',', 'Slovakia', 'and', 'the', 'Czech', 'Republic', '.']	[28, 41, 30, 40, 12, 21, 21, 15, 12, 22, 22, 10, 41, 12, 21, 15, 12, 16, 16, 22, 22, 22, 6, 43, 30, 42, 22, 6, 22, 10, 12, 22, 22, 7]	[11, 21, 22, 22, 11, 12, 12, 13, 11, 12, 12, 0, 21, 11, 12, 13, 11, 12, 12, 12, 12, 12, 0, 11, 3, 21, 11, 0, 11, 0, 11, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0, 0, 0, 0, 5, 0, 5, 0, 0, 5, 6, 0]	They have already signed an association agreement with the European Union and are both part of the Central European Free Trade Area, which also comprises Hungary, Slovakia and the Czech Republic.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']
['Tamils', 'demonstrate', 'outside', 'U.N.', 'headquarters', '.']	[24, 41, 15, 22, 21, 7]	[11, 21, 13, 11, 12, 0]	[7, 0, 0, 3, 0, 0]	Tamils demonstrate outside U.N. headquarters.	['B-MISC', 'O', 'O', 'B-ORG', 'O', 'O']
['Measles', 'exposure', 'can', 'lead', 'to', 'bowel', 'disease', '-', 'study', '.']	[24, 21, 20, 37, 35, 21, 21, 8, 37, 7]	[11, 12, 21, 22, 13, 11, 12, 0, 21, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Measles exposure can lead to bowel disease - study.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['8', 'equal', '.']	[11, 16, 7]	[11, 12, 0]	[0, 0, 0]	8 equal.	['O', 'O', 'O']
['Currently', ',', 'the', 'dollar', 'stands', 'at', 'about', '1.48', 'marks', 'and', '109', 'yen', '.']	[30, 6, 12, 21, 42, 15, 30, 11, 24, 10, 11, 21, 7]	[3, 0, 11, 12, 21, 13, 3, 11, 12, 0, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Currently, the dollar stands at about 1.48 marks and 109 yen.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['JACKSONVILLE', ',', 'Fla.', '1996-08-28']	[16, 6, 22, 11]	[11, 0, 11, 12]	[5, 0, 5, 0]	JACKSONVILLE, Fla. 1996-08-28	['B-LOC', 'O', 'B-LOC', 'O']
['Hawthorn', '21', '10', '1', '10', '1791', '1820', '98.4', '42']	[40, 11, 11, 11, 11, 11, 11, 11, 11]	[21, 11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0, 0]	Hawthorn 21 10 1 10 1791 1820 98.4 42	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['San', 'Lorenzo', '0', 'Banfield', '1']	[22, 22, 11, 22, 11]	[11, 12, 12, 12, 12]	[3, 4, 0, 3, 0]	San Lorenzo 0 Banfield 1	['B-ORG', 'I-ORG', 'O', 'B-ORG', 'O']
['LISTING', 'FFT', 'DDF', 'MIN', 'EXER', 'LOT', '100']	[39, 22, 22, 22, 22, 22, 11]	[21, 11, 12, 12, 12, 12, 12]	[0, 0, 0, 0, 0, 0, 0]	LISTING FFT DDF MIN EXER LOT 100	['O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'We', 'have', 'found', 'dead', 'people', ',', '""', 'said', 'Rune', 'Hansen', ',', 'the', 'island', ""'s"", 'deputy', 'governor', ',', 'told', 'Norwegian', 'television', '.']"	[0, 28, 41, 40, 16, 24, 6, 0, 38, 22, 22, 6, 12, 21, 27, 21, 21, 6, 38, 16, 21, 7]	[0, 11, 21, 22, 1, 11, 0, 0, 21, 11, 12, 0, 11, 12, 11, 12, 12, 0, 21, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]	""" We have found dead people, "" said Rune Hansen, the island's deputy governor, told Norwegian television."	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']
['20,000', '.']	[11, 7]	[11, 0]	[0, 0]	20,000.	['O', 'O']
['Attendance', ':', '8,000']	[22, 8, 11]	[11, 0, 11]	[0, 0, 0]	Attendance: 8,000	['O', 'O', 'O']
['Jamaican', 'Commonwealth', 'champion', 'Michelle', 'Freeman', 'took', 'second', 'in', '12.77', 'ahead', 'of', 'Cuban', 'Aliuska', 'Lopez', '.']	[16, 22, 21, 22, 22, 38, 21, 15, 11, 30, 15, 22, 22, 22, 7]	[11, 12, 12, 12, 12, 21, 11, 13, 11, 3, 13, 11, 12, 12, 0]	[7, 3, 0, 1, 2, 0, 0, 0, 0, 0, 0, 7, 1, 2, 0]	Jamaican Commonwealth champion Michelle Freeman took second in 12.77 ahead of Cuban Aliuska Lopez.	['B-MISC', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'B-PER', 'I-PER', 'O']
"['""', 'Everyone', 'has', 'moments', 'when', 'they', 'get', 'tight', '.']"	[0, 21, 42, 24, 46, 28, 41, 30, 7]	[0, 11, 21, 11, 3, 11, 21, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0]	""" Everyone has moments when they get tight."	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['The', 'plane', ',', 'surrounded', 'by', '11', 'fire-engines', ',', 'is', 'being', 'checked', 'for', 'explosives', 'at', 'the', 'moment', '.']	[12, 21, 6, 40, 15, 11, 24, 6, 42, 39, 40, 15, 24, 15, 12, 21, 7]	[11, 12, 0, 21, 13, 11, 12, 0, 21, 22, 22, 13, 11, 13, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	The plane, surrounded by 11 fire-engines, is being checked for explosives at the moment.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Our', 'trend', 'growth', 'rate', 'of', 'five', 'percent', 'in', 'real', 'terms', 'is', 'pretty', 'solid', ',', '""', 'Tsang', 'told', 'a', 'news', 'conference', 'after', 'meeting', 'New', 'Zealand', 'Finance', 'Minister', 'Bill', 'Birch', '.']"	[0, 29, 21, 21, 21, 15, 11, 21, 15, 16, 24, 42, 30, 16, 6, 0, 22, 38, 12, 21, 21, 15, 21, 22, 22, 22, 22, 22, 22, 7]	[0, 11, 12, 12, 12, 13, 11, 12, 13, 11, 12, 21, 1, 2, 0, 0, 11, 21, 11, 12, 12, 13, 11, 12, 12, 12, 12, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 1, 2, 0]	""" Our trend growth rate of five percent in real terms is pretty solid, "" Tsang told a news conference after meeting New Zealand Finance Minister Bill Birch."	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O']
['British', 'Foreign', 'Secretary', 'Malcolm', 'Rifkind', 'said', 'on', 'Tuesday', 'that', 'his', 'government', 'would', 'only', 'take', 'action', 'against', 'a', 'planned', 'conference', 'of', 'Islamist', 'groups', 'in', 'London', 'if', 'British', 'law', 'was', 'broken', '.']	[22, 22, 22, 22, 22, 38, 15, 22, 15, 29, 21, 20, 30, 37, 21, 15, 12, 40, 21, 15, 16, 24, 15, 22, 15, 16, 21, 38, 40, 7]	[11, 12, 12, 12, 12, 21, 13, 11, 11, 11, 12, 21, 22, 22, 11, 13, 11, 12, 12, 13, 11, 12, 13, 11, 17, 11, 12, 21, 22, 0]	[7, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 5, 0, 7, 0, 0, 0, 0]	British Foreign Secretary Malcolm Rifkind said on Tuesday that his government would only take action against a planned conference of Islamist groups in London if British law was broken.	['B-MISC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
['CENTRAL', 'DIVISION']	[22, 22]	[11, 12]	[7, 8]	CENTRAL DIVISION	['B-MISC', 'I-MISC']
['13.', 'Scotland', '8.29']	[11, 22, 11]	[11, 12, 12]	[0, 5, 0]	13. Scotland 8.29	['O', 'B-LOC', 'O']
['Candiotti', '(', '8-9', ')', 'walked', 'one', ',', 'allowed', 'five', 'hits', 'and', 'struck', 'out', 'a', 'season-high', 'eight', 'batters', 'for', 'Los', 'Angeles', ',', 'which', 'has', 'won', '10', 'of', 'its', 'last', '14', 'games', '.']	[22, 4, 11, 5, 38, 21, 6, 38, 11, 24, 10, 38, 33, 12, 16, 11, 24, 15, 22, 22, 6, 43, 42, 40, 11, 15, 29, 16, 11, 24, 7]	[11, 0, 11, 0, 21, 11, 0, 21, 11, 12, 0, 21, 15, 11, 12, 12, 12, 13, 11, 12, 0, 11, 21, 22, 11, 13, 11, 12, 12, 12, 0]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Candiotti (8-9) walked one, allowed five hits and struck out a season-high eight batters for Los Angeles, which has won 10 of its last 14 games.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Pachuca', '3', '1', '1', '1', '6', '7', '4']	[22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Pachuca 3 1 1 1 6 7 4	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ivorian', 'journalist', 'held', ',', 'asked', 'to', 'reveal', 'source', '.']	[16, 21, 40, 6, 38, 35, 37, 21, 7]	[11, 12, 21, 0, 21, 22, 22, 11, 0]	[7, 0, 0, 0, 0, 0, 0, 0, 0]	Ivorian journalist held, asked to reveal source.	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
