tokens	ner_tags	text	tags	lang
['फ़िल्म', 'को', 'जगन', 'शक्ति', 'ने', 'निर्देशित', 'किया', 'है', '।']	[0, 0, 1, 2, 0, 0, 0, 0, 0]	फ़िल्म को जगन शक्ति ने निर्देशित किया है ।	['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']	hi
['औसत', 'समुद्र', 'तल', 'से', 'द्वीप', 'की', 'औसत', 'ऊंचाई', '87', 'मीटर', '(', 'बेस्सान', 'में', ')', 'है', 'जबकि', 'उच्च', 'बाढ़', 'स्तर', '88.32', 'मीटर', 'है', '।', '2011', 'की', 'जनगणना', 'के', 'अनुसार', '1.68', 'लाख', 'की', 'आबादी', 'वाले', 'मुख्य', 'द्वीप', 'का', 'वर्तमान', 'क्षेत्र', '524', 'वर्ग', 'किमी', 'है', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0]	औसत समुद्र तल से द्वीप की औसत ऊंचाई 87 मीटर ( बेस्सान में ) है जबकि उच्च बाढ़ स्तर 88.32 मीटर है । 2011 की जनगणना के अनुसार 1.68 लाख की आबादी वाले मुख्य द्वीप का वर्तमान क्षेत्र 524 वर्ग किमी है ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['डीएलटी', '(', 'दिल्ली', 'लाहौरी', 'गेट', ')', 'पोस्ट', 'के', 'तहत', 'सदर', 'इलाके', 'के', 'पास', 'ट्रेन', 'के', 'दूसरे', 'डिब्बे', 'को', 'पत्थर', 'लगा', 'है', '.']	[3, 0, 5, 6, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	डीएलटी ( दिल्ली लाहौरी गेट ) पोस्ट के तहत सदर इलाके के पास ट्रेन के दूसरे डिब्बे को पत्थर लगा है.	['B-ORG', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['प्रधानमंत्री', 'नरेंद्र', 'मोदी', 'ने', 'कहा', 'है', 'कि', 'इस', 'संकट', 'से', 'लड़ने', 'में', 'सभी', 'मानवता', 'की', 'मदद', 'करने', 'के', 'लिए', 'टीके', 'के', 'उत्पादन', 'और', 'वितरण', 'क्षमता', 'का', 'उपयोग', 'किया', 'जाएगा', '.']	[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	प्रधानमंत्री नरेंद्र मोदी ने कहा है कि इस संकट से लड़ने में सभी मानवता की मदद करने के लिए टीके के उत्पादन और वितरण क्षमता का उपयोग किया जाएगा.	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['भाजपा', 'अध्यक्ष', 'अमित', 'शाह', 'गांधीनगर', 'सीट', 'से', 'लोकसभा', 'चुनाव', 'लड़ेंगे', '।']	[3, 0, 1, 2, 5, 0, 0, 0, 0, 0, 0]	भाजपा अध्यक्ष अमित शाह गांधीनगर सीट से लोकसभा चुनाव लड़ेंगे ।	['B-ORG', 'O', 'B-PER', 'I-PER', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['एनआईए', 'ने', 'इस', 'मामले', 'की', 'जांच', 'शुरू', 'कर', 'दी', 'है', '.']	[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	एनआईए ने इस मामले की जांच शुरू कर दी है.	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['झुंडपुरा', '(', 'Jhundpura', ')', 'भारत', 'के', 'मध्य', 'प्रदेश', 'राज्य', 'के', 'मुरैना', 'ज़िले', 'में', 'स्थित', 'एक', 'नगर', 'है', '।']	[5, 0, 0, 0, 0, 0, 5, 6, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]	झुंडपुरा ( Jhundpura ) भारत के मध्य प्रदेश राज्य के मुरैना ज़िले में स्थित एक नगर है ।	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['इस', 'बीच', ',', 'मंदिर', 'से', 'संबद्ध', 'पंडलाम', 'राज', 'परिवार', 'ने', 'विजयन', 'से', 'कहा', 'कि', 'मंदिर', 'के', 'रीति', '-', 'रिवाज', 'और', 'परंपराओं', 'के', 'संबंध', 'में', 'उसके', 'रुख', 'में', 'कोई', 'परिवर्तन', 'नहीं', 'आया', 'है', 'और', 'वह', 'युवतियों', 'के', 'प्रवेश', 'के', 'विरुद्ध', 'है', '।']	[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	इस बीच, मंदिर से संबद्ध पंडलाम राज परिवार ने विजयन से कहा कि मंदिर के रीति- रिवाज और परंपराओं के संबंध में उसके रुख में कोई परिवर्तन नहीं आया है और वह युवतियों के प्रवेश के विरुद्ध है ।	['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['मेरे', 'लिए', 'यह', 'काफी', 'कठिन', 'फैसला', 'है', '।']	[0, 0, 0, 0, 0, 0, 0, 0]	मेरे लिए यह काफी कठिन फैसला है ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['रणबीर', 'कपूर', 'और', 'फराह', 'खान']	[1, 2, 0, 1, 2]	रणबीर कपूर और फराह खान	['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER']	hi
['रवि', '(', 'Krishnam', 'राजू', ')', ',', 'अपने', 'छोटे', 'भाई', 'के', 'साथ', 'प्यार', 'में', 'गिर', 'जाता', 'कस्तूरी', '(', 'Jayasudha', ')', '।']	[1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]	रवि ( Krishnam राजू ), अपने छोटे भाई के साथ प्यार में गिर जाता कस्तूरी ( Jayasudha ) ।	['B-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O']	hi
['इस', 'मामले', 'में', 'सीबीआई', 'ने', '10', 'लोगों', 'को', 'आरोपित', 'किया', 'था', ',', 'जिनमें', 'से', 'पांच', 'अपहर्ताओं', 'सहित', 'सात', 'को', 'पाकिस्तान', 'में', 'मौजूद', 'माना', 'था', '.']	[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]	इस मामले में सीबीआई ने 10 लोगों को आरोपित किया था, जिनमें से पांच अपहर्ताओं सहित सात को पाकिस्तान में मौजूद माना था.	['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']	hi
['शाह', 'ने', 'कहा', 'कि', 'लद्दाख', 'की', 'स्थिति', 'में', 'बदलाव', 'लाना', 'और', 'बजट', 'आवंटन', 'में', 'बढ़ोतरी', 'करना', ',', 'क्षेत्र', 'का', 'सर्वांगीण', 'विकास', 'सुनिश्चित', 'किया', 'गया', 'है', '।']	[1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	शाह ने कहा कि लद्दाख की स्थिति में बदलाव लाना और बजट आवंटन में बढ़ोतरी करना, क्षेत्र का सर्वांगीण विकास सुनिश्चित किया गया है ।	['B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['पीड़ित', 'ममता', 'दुबे', 'संस्था', 'में', 'बाल', 'कल्याण', 'अधिकारी', 'के', 'रूप', 'में', 'कार्यरत', 'हैं', '।']	[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	पीड़ित ममता दुबे संस्था में बाल कल्याण अधिकारी के रूप में कार्यरत हैं ।	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['पुलिस', 'ने', 'बताया', 'कि', 'आप', 'विधायक', 'की', 'पत्नी', 'के', 'एसएसपी', 'से', 'मुलाकात', 'और', 'निष्पक्ष', 'जांच', 'की', 'मांग', 'के', 'बाद', 'एसआईटी', 'गठित', 'की', 'गयी', '।']	[0, 0, 0, 0, 3, 4, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]	पुलिस ने बताया कि आप विधायक की पत्नी के एसएसपी से मुलाकात और निष्पक्ष जांच की मांग के बाद एसआईटी गठित की गयी ।	['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']	hi
['कार्यदल', 'ने', 'क्षेत्र', 'के', 'विकास', 'को', 'गति', 'प्रदान', 'करने', 'के', 'लिए', 'क्रेडिट', ',', 'कराधान', ',', 'श्रम', 'संबंधी', 'मुद्दों', ',', 'आधारभूत', 'संरचनाप्रौद्योगिकीकौशल', 'विकास', ',', 'विपणन', 'आदि', 'क्षेत्रों', 'में', 'कार्यदल', 'ने', 'विभिन्न', 'सिफारिशें', 'की', 'है', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]	कार्यदल ने क्षेत्र के विकास को गति प्रदान करने के लिए क्रेडिट, कराधान, श्रम संबंधी मुद्दों, आधारभूत संरचनाप्रौद्योगिकीकौशल विकास, विपणन आदि क्षेत्रों में कार्यदल ने विभिन्न सिफारिशें की है ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']	hi
"['दिवंगत', 'निर्देशक', 'राजेश', 'पिल्लेई', 'निर्देशित', 'एवं', 'इंडेमॉल', 'इंडिया', 'के', 'दीपक', 'धार', 'द्वारा', 'निर्मित', ""'"", 'ट्रैफिक', ""'"", 'में', 'जिमी', 'शेरगिल', ',', 'दिव्या', 'दत्ता', 'व', 'सचिन', 'खेडेकर', 'भी', 'अह्म', 'किरदारों', 'में', 'आएंगे', '।']"	[0, 0, 1, 2, 0, 0, 3, 4, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0]	दिवंगत निर्देशक राजेश पिल्लेई निर्देशित एवं इंडेमॉल इंडिया के दीपक धार द्वारा निर्मित ' ट्रैफिक ' में जिमी शेरगिल, दिव्या दत्ता व सचिन खेडेकर भी अह्म किरदारों में आएंगे ।	['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']	hi
"['""', 'उन्होंने', 'कहा', ',', '""', 'पाकिस्तान', 'ने', 'कूटनीतिक', 'प्रयास', 'और', 'बढ़ा', 'दिए', 'हैं', 'और', 'हमने', 'नई', 'दिल्ली', 'में', 'पाकिस्तानी', 'उच्चायुक्त', '(', 'सोहेल', 'महमूद', ')', 'को', 'वापस', 'भेजने', 'का', 'फैसला', 'किया', 'है', '।']"	[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]	""" उन्होंने कहा, "" पाकिस्तान ने कूटनीतिक प्रयास और बढ़ा दिए हैं और हमने नई दिल्ली में पाकिस्तानी उच्चायुक्त ( सोहेल महमूद ) को वापस भेजने का फैसला किया है ।"	['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['बिग', 'मैन', '.']	[3, 4, 0]	बिग मैन.	['B-ORG', 'I-ORG', 'O']	hi
['ये', 'शॉल', 'है', '!']	[0, 0, 0, 0]	ये शॉल है !	['O', 'O', 'O', 'O']	hi
['ज़ांज़ीबार', 'में', 'कई', 'राजनीतिक', 'दल', 'हैं', 'लेकिन', 'उनमें', 'से', 'मुख्य', 'दल', 'चामा', 'चा', 'मापिंडूजी', '(', 'सीसीएम', ')', 'और', 'सिविक', 'यूनाइटेड', 'फ्रंट', '(', 'सीयूएफ़', ')', 'हैं', '।']	[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 3, 0, 0, 3, 4, 4, 0, 3, 0, 0, 0]	ज़ांज़ीबार में कई राजनीतिक दल हैं लेकिन उनमें से मुख्य दल चामा चा मापिंडूजी ( सीसीएम ) और सिविक यूनाइटेड फ्रंट ( सीयूएफ़ ) हैं ।	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O']	hi
['विधेयक', 'पर', 'विरोध', 'दर्ज', 'कराते', 'हुए', 'कांग्रेस', 'ने', 'सदन', 'से', 'वॉकआउट', 'किया', '।']	[0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0]	विधेयक पर विरोध दर्ज कराते हुए कांग्रेस ने सदन से वॉकआउट किया ।	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O']	hi
['संगीता', 'रेड्डी', 'ने', 'वित्त', 'मंत्री', 'को', 'बताया', 'कि', 'कोविड', '-', '19', 'के', 'प्रभावों', 'से', 'निपटने', 'के', 'लिए', 'घोषित', 'किए', 'गए', 'उपायों', 'के', 'कार्यान्वयन', 'में', 'सहयोग', 'देने', 'के', 'लिए', 'विभिन्न', 'सरकारी', 'विभागों', 'के', 'साथ', 'उनका', 'चैम्बर', 'निरंतर', 'संपर्क', 'में', 'है', '।', 'डॉ', '.']	[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	संगीता रेड्डी ने वित्त मंत्री को बताया कि कोविड- 19 के प्रभावों से निपटने के लिए घोषित किए गए उपायों के कार्यान्वयन में सहयोग देने के लिए विभिन्न सरकारी विभागों के साथ उनका चैम्बर निरंतर संपर्क में है । डॉ.	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['पोखरा', 'में', 'दो', 'एमएलएच', 'तैनात', 'किए', 'गए', 'हैं', '।']	[5, 0, 0, 3, 0, 0, 0, 0, 0]	पोखरा में दो एमएलएच तैनात किए गए हैं ।	['B-LOC', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']	hi
['हाल', 'ही', 'में', 'नगर', 'निगम', 'और', 'एनर्जी', 'एफिशियंट', 'सर्विस', 'लिमिटेड', '(', 'ईईएसएल', ')', 'द्वारा', 'किये', 'गये', 'एक', 'सर्वेक्षण', 'में', 'यह', 'बात', 'पता', 'चली', '।']	[0, 0, 0, 3, 4, 0, 3, 4, 4, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	हाल ही में नगर निगम और एनर्जी एफिशियंट सर्विस लिमिटेड ( ईईएसएल ) द्वारा किये गये एक सर्वेक्षण में यह बात पता चली ।	['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['इस', 'दिन', 'मां', 'लक्ष्मी', 'की', 'विशेष', 'पूूजा', 'होती', 'है']	[0, 0, 0, 1, 0, 0, 0, 0, 0]	इस दिन मां लक्ष्मी की विशेष पूूजा होती है	['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']	hi
"['मुंबई', '।', 'अभिनेत्री', 'विद्या', 'बालन', ',', 'सुरेश', 'त्रिवेणी', 'द्वारा', 'निर्देशित', 'आगामी', 'फिल्म', ""'"", 'तुम्हारी', 'सुलु', ""'"", 'में', 'अभिनय', 'के', 'लिए', 'तैयार', 'हैं', '।']"	[5, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	मुंबई । अभिनेत्री विद्या बालन, सुरेश त्रिवेणी द्वारा निर्देशित आगामी फिल्म ' तुम्हारी सुलु ' में अभिनय के लिए तैयार हैं ।	['B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['सुप्रीम', 'कोर्ट', 'की', 'सबरीमाला', 'मंदिर', 'को', 'फटकार']	[0, 0, 0, 5, 6, 0, 0]	सुप्रीम कोर्ट की सबरीमाला मंदिर को फटकार	['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O']	hi
['एआईएमआईएम', 'चीफ', 'असदुद्दीन', 'ओवैसी']	[3, 0, 1, 2]	एआईएमआईएम चीफ असदुद्दीन ओवैसी	['B-ORG', 'O', 'B-PER', 'I-PER']	hi
['दिल्ली', 'पुलिस', 'पीआरओ', 'चिन्मय', 'बिस्वाल', 'का', 'कहना', 'है', 'कि', 'मुख्यमंत्री', 'अरविंद', 'केजरीवाल', 'को', 'दिल्ली', 'पुलिस', 'द्वारा', 'जेड', 'प्लस', 'सुरक्षा', 'प्रदान', 'की', 'गई', 'है', 'जिसमें', '47', 'प्लेनक्लोथ', 'सुरक्षाकर्मी', 'और', '16', 'वर्दीधारी', 'सीआरपीएफ', 'कर्मी', 'के', 'रूप', 'में', 'पायलट', ',', 'एस्कॉर्ट', ',', 'क्लोज', 'प्रोटेक्शन', 'टीम', ',', 'होमगार्ड', ',', 'स्पॉटर', ',', 'सर्च', 'एंड', 'फ्रिस्किंग', 'स्टाफ', 'आदि', 'शामिल', 'हैं', '.']	[3, 4, 4, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	दिल्ली पुलिस पीआरओ चिन्मय बिस्वाल का कहना है कि मुख्यमंत्री अरविंद केजरीवाल को दिल्ली पुलिस द्वारा जेड प्लस सुरक्षा प्रदान की गई है जिसमें 47 प्लेनक्लोथ सुरक्षाकर्मी और 16 वर्दीधारी सीआरपीएफ कर्मी के रूप में पायलट, एस्कॉर्ट, क्लोज प्रोटेक्शन टीम, होमगार्ड, स्पॉटर, सर्च एंड फ्रिस्किंग स्टाफ आदि शामिल हैं.	['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['निर्वाचन', 'आयोग', 'ने', 'चुनावों', 'के', 'लिए', 'व्यय', 'पर्यवेक्षक', 'के', 'रूप', 'में', 'आयकर', 'विभाग', 'के', '22', 'भारतीय', 'राजस्व', 'सेवा', 'के', 'अधिकारी', 'भी', 'नियुक्त', 'किये', 'हैं', '।']	[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0]	निर्वाचन आयोग ने चुनावों के लिए व्यय पर्यवेक्षक के रूप में आयकर विभाग के 22 भारतीय राजस्व सेवा के अधिकारी भी नियुक्त किये हैं ।	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O']	hi
['हरिदासपुर', '-', 'पारादीप', 'नई', 'रेल', 'लाइन']	[5, 0, 5, 0, 0, 0]	हरिदासपुर- पारादीप नई रेल लाइन	['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O']	hi
['इमरान', 'खान', 'के', 'साथ', 'पीएम', 'नरेंद्र', 'मोदी', '(', 'फाइल', 'फोटो', ')']	[1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0]	इमरान खान के साथ पीएम नरेंद्र मोदी ( फाइल फोटो )	['B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']	hi
['करीना', 'कपूर', 'और', 'सैफ', 'अली', 'खान', 'अपने', 'सहजादे', 'तैमूर', 'के', 'साथ', 'लंदन', 'में', 'हॉलिडे', 'एंजॉय', 'कर', 'रहे', 'है', '।']	[1, 2, 0, 1, 2, 2, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]	करीना कपूर और सैफ अली खान अपने सहजादे तैमूर के साथ लंदन में हॉलिडे एंजॉय कर रहे है ।	['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
"['भारतीय', 'नौवहन', 'निगम', '(', 'एससीआई', ')', 'के', 'अध्यक्ष', 'और', 'प्रबंध', 'निदेशक', 'एस', '.', 'हाजरा', 'ने', 'कहा', ',', ""'"", 'लौह', 'अयस्क', 'एक', 'बेहद', 'अहम', 'जिंस', 'है', 'और', 'इसके', 'निर्यात', 'पर', 'से', 'प्रतिबंध', 'हटाया', 'जाना', 'भारतीय', 'शिपिंग', 'उद्योग', 'के', 'लिए', 'अच्छा', 'साबित', 'होगा', '।']"	[3, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	भारतीय नौवहन निगम ( एससीआई ) के अध्यक्ष और प्रबंध निदेशक एस. हाजरा ने कहा, ' लौह अयस्क एक बेहद अहम जिंस है और इसके निर्यात पर से प्रतिबंध हटाया जाना भारतीय शिपिंग उद्योग के लिए अच्छा साबित होगा ।	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['यूएस', 'सिटीजनशिप', 'एंड', 'इमीग्रेशन', 'सर्विसेज', '(', 'यूएससीआईएस', ')', 'से', 'प्राप्त', 'आंकड़ा', 'एच', '-', '1बी', 'वीजा', 'आवेदनों', 'पर', 'ट्रम्प', 'प्रशासन', 'की', 'सख्त', 'नीति', 'की', 'ओर', 'इशारा', 'करता', 'है', '।']	[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	यूएस सिटीजनशिप एंड इमीग्रेशन सर्विसेज ( यूएससीआईएस ) से प्राप्त आंकड़ा एच- 1बी वीजा आवेदनों पर ट्रम्प प्रशासन की सख्त नीति की ओर इशारा करता है ।	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['इसी', 'तरह', 'मिड', '-', 'डे', '-', 'मील', 'योजना', 'के', 'वितरण', 'में', 'अनियमितता', 'पाए', 'जाने', 'के', 'बाद', 'कन्नौज', 'में', 'चार', 'मुख्य', 'सेविकाओं', 'और', 'एक', 'मुख्य', 'क्लर्क', 'को', 'निलंबित', 'कर', 'दिया', 'गया', '.']	[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	इसी तरह मिड- डे- मील योजना के वितरण में अनियमितता पाए जाने के बाद कन्नौज में चार मुख्य सेविकाओं और एक मुख्य क्लर्क को निलंबित कर दिया गया.	['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
