text	Aspect 1	Sentiment 1	Opinion 1	Opinion 2	Aspect 2	Sentiment 2	Aspect 3	Sentiment 3	Aspect 4	Sentiment 4	Opinion 3	Aspect 5	Sentiment 5	Aspect 6	Sentiment 6	Aspect 7	Sentiment 7	Opinion 4	Opinion 5	Aspect 8	Sentiment 8	Opinion 6	Opinion 7	Aspect 9	Sentiment 9
we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter	gulab jamun ( dessert )	positive	great	recommended																					
the place is sleek , modern and playfull and i will return again frequently	place	positive	sleek	modern																					
i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices	food	positive	mortal		wine	positive																			
after being told that our party of three would be seated in 10 minutes and watching other parties ( multiples of 2 and higher ) seated for 40 minutes , the three of us were squished into a small 2-person table	2-person table	negative																							
and the bill was outragous	bill	negative																							
the service was attentive , yet unimposing , the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced	service	conflict	attentive	unimposing	food	positive	wine list	positive			better							extensive	well						
kind , attentive wait staff	wait staff	positive	kind	attentive																					
salads were fantastic	salads	positive																							
the owners and employees are friendly and their pizza is fantastic	owners	positive	friendly		employees	positive	pizza	positive																	
the food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries	food	positive	yummy	cooked-to-perfection	mussels in spicy tomato sauce	positive					crispy														
the food is authentic italian - delicious !	food	positive	authentic	delicious																					
a great addition to smith street finally , a place that 's not pretentious and filled with women wearing ugg boots			great																						
i complete the total bagel experience by having it lightly toasted	bagel	positive																							
the service is good and ambience is good for a date or group outing	service	positive	good	good	ambience	positive																			
a great way to make some money is to buy a case of snapple from costco and sell it right outside for only 2.50	case of snapple	neutral	great																						
it 's all about the food ! !	food	positive																							
the staff is excellent , specjal that girl behind the bar , european chic	staff	positive	excellent		bar	neutral																			
stick with the chicken , beef , and lamb dishes	chicken	positive			beef	positive	lamb dishes	positive																	
the service was bad , the food took to forever to come , we sat on the upper level	service	negative	bad	forever	food	negative																			
the decor is nice , but more casual than fine dining	decor	conflict	nice	casual																					
this restaurant is a wonderful place to go many times and it is reasonably priced			wonderful	reasonably																					
conveniently located too , being right on bedford ave			conveniently																						
bottom line b+ for the food , f for the service	food	positive																							
the only thing the waiters do n't do for you is wipe your chin when you leave	waiters	positive																							
stick to dimsum , not super overpriced noodles	dimsum	positive	overpriced																						
the service is fine and they allow you to enjoy the view	service	positive	fine	enjoy																					
we , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude	staff	negative																							
delicious simple food in nice outdoor atmosphere	food	positive	simple	nice																					
the food is good , but very expensive for the casualness of it	food	conflict	good	expensive																					
the only fallback on this restaurant is the prices			fallback																						
i 've been to naples 45 for dinner twice	dinner	neutral																							
the hot and sour soup was unbearably hot and tasted of only pepper and nothing else	soup	negative	unbearably hot		pepper	negative																			
i love the pics of andy warhol when he used to frequent the place ( he painted the ballato 's sign in the window )			love																						
try sushimi cucumber roll	sushimi cucumber roll	positive																							
the food is delicious	food	positive																							
their wines by the glass are a great accompaniment and you can eat like a king with wine for under 30	wines by the glass	positive	great		wine	neutral																			
yeah shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out	salt	negative	great	good																					
believe us , we 've been eating sushi for over 15 yrs	sushi	neutral																							
worth it for a special occasion , or any time !			worth																						
the atmosphere is much better than sripraphai ( more modern and sleek )	atmosphere	positive	better																						
i recommend to anyone who wants to dress up and impress the lady			recommend																						
the food is outstanding and the service is quick , friendly and very professional	food	positive	outstanding	quick	service	positive					friendly														
the bagels always warm , soft on the inside , crispy on the outside and enormous in size	bagels	positive	warm	soft							crispy							enormous							
i had a late dinner at lucky stike , a great name for a joint if ever i saw one	dinner	neutral	great																						
service is fast and friendly	service	positive	fast																						
and they have these home made potato chips at the bar that are the most delicious things in the world !	potato chips	positive	delicious		bar	neutral																			
my husband and i enjoyed each of the 6 taste size portions and left completely full	portions	positive	enjoyed																						
we all ate pasta entre'es , which were great	pasta entre'es	positive																							
the steak was excellent and one of the best i have had ( i tasted the butter intitally but in no way did it overwhelm the flavor of the meat )	steak	positive	excellent	best	butter	negative	flavor	neutral	meat	positive															
great experience overall			great																						
the ambience is pretty and nice for conversation , so a casual lunch here would probably be best	ambience	positive	nice	casual	lunch	positive																			
terrific menu full of unique rolls and special dishes	menu	positive	terrific	unique	rolls	positive					special														
the service is ok but could be better	service	negative	ok																						
we love the food , drinks , and atmosphere !	food	positive	love		drinks	positive	atmosphere	positive																	
i was here a few weeks back and we had the worst customer service experience at a restaurant ever	customer service	negative	worst																						
nothing against a good sales call , but the tactics at amma are just too obvious			good																						
went on a 3 day oyster binge , with fish bringing up the closing , and i am so glad this was the place it o trip ended , because it was so great !	oyster	neutral	glad	great	fish	neutral	place	positive																	
took my mom for mother 's day , and the maitre d ' was pretty rude	maitre d '	negative																							
my husband and i have been there a couple of times and each time we sat at the sushi bar ( chef yoshi ) and ordered everything ala carte	sushi bar	neutral			chef	neutral	ala carte	neutral																	
if you are looking for a good quality , cheap eats - this is the place	quality	positive	good	cheap																					
the service was friendly and the atmosphere was casual	service	positive	friendly		atmosphere	positive																			
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else	bagels	neutral	better																						
i recommend their pad see ew , pork chops or tofu plates	pad see ew	positive	recommend		pork chops	positive	tofu plates	positive																	
never in my life did i think that i could be satisfied both in taste and in quantity for 3.00 in nyc	taste	positive	satisfied		quantity	positive																			
this is the best secret place in midtown ' , i heard that from the bartender , after having brilliant food ( try steak with portobello mushrooms ) and drinks on the bar last tuesday	bartender	neutral	best	brilliant	food	positive	steak with portobello mushrooms	positive	drinks	positive		bar	neutral												
the service was excellent - friendly and attentive	service	positive	excellent	friendly																					
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other	reservation	negative	enjoy		cocktails	positive	surroundings	positive																	
the dinner menu is diverse and top-notch as well	dinner menu	positive	diverse	top-notch																					
it is what modern cuisine is all about	cuisine	positive																							
i do n't like indian food too much and this was delicious , however you want to factor that into the equation	indian food	positive	like	delicious																					
at taj , vegetarians can rejoice-all the dishes are manna from heaven	dishes	positive																							
having hunted around for a quiet , romantic , yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot			quiet	romantic							expensive														
we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze ( they told me that if i call in the order , they 'd bring it out to the car so i would n't have to look for parking )	bagels	neutral																							
jimmy 's is hands down the hottest night spot in the bronx	spot	positive	hottest																						
and i would have to agree with the masses in terms of service - delivery is their achilles ' heel	service	negative			delivery	negative																			
the 300 bill was a bit steep , but the experience was great	bill	negative	steep																						
nice ambiance , nice little bar , good bartender , francois , and good service	ambiance	positive	nice	nice	bar	positive	bartender	positive			good							good							
the calamari comes with an incredible sauce , and the duck noodles are yummy as well	calamari	positive	incredible	yummy	sauce	positive	duck noodles	positive																	
i would definitely go back -- if only for some of those exotic martinis on the blackboard	martinis	positive	exotic																						
simple comfort food and what hot and lage portions	comfort food	positive	comfort	hot																					
stay away from the two specialty rolls on the menu , though- too much avocado and rice will fill you up right quick	rolls	negative			menu	neutral	avocado	negative	rice	negative															
we did n't get drink refills and she did n't even offer us the option of dessert	drink refills	negative																							
beautiful experience			beautiful																						
the bagels are also reasonably priced for nyc	bagels	positive	reasonably		priced	positive																			
if you can handle that , it 's a great place for a business dinner , fun with friends or simply a table for 2	business dinner	positive	great	fun	table	positive																			
decor leaves something to be desired	decor	negative																							
also , specify if you like your food spicy- its rather bland if you do n't	food	neutral	bland																						
our waiter was fine , the place looks nice in that not-trying-too-hard way , but at those prices , a little more should be expected of your food	waiter	positive	fine	nice	place	positive	prices	negative																	
coming from boston this place is like emma 's pizza in kendall square in cambridge ( although they have more funky toppings ! )	toppings	positive																							
in an effort to increase turnover , the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse	desserts	negative			espresso cup filled with chocolate mousse	positive																			
i 've been to this restaurant more than a dozen times and when i 'm craving for pho , lemon grass chicken or beef cube on rice , this is the place to go	pho	positive	craving		lemon grass chicken	positive	beef cube on rice	positive																	
oh yes , and if you are a fan of indian oldies film stars , there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls , some of which , i would love to know where they obtained	portraits	positive	plenty																						
the food is spectacular , from the appitizers to the main course , and then of course the desserts , ( wow ) you 'll need no more	food	positive	spectacular		appitizers	positive	main course	positive	desserts	positive															
the neighborhood was nice though so check out another restaurant instead			nice																						
my fish was delicious in an incredible curry sauce	fish	positive	delicious		curry sauce	positive																			
if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz 's deli down on the lower east side	deli	positive	authentic	famous																					
even upon delivery , their juicy pork buns are quite good	pork buns	positive																							
the space is nice but when we order our drink we were in for a surprise	space	positive	nice		drink	negative																			
the entire place and the treatment we received felt as a conveyor belt	place	negative																							
joe 's pizza used to have the best slice until this pizzeria opened up	slice	positive	best																						
they are still living in the dark ages and do not have an answering machine , so if you want to make a reservation you are limited	reservation	negative																							
the food is amazing , rich pastas and fresh doughy pizza	food	positive	amazing	rich	pastas	positive					fresh														
food was very good , but not what i would consider out of this world	food	positive	good																						
i had lobster bisque it has 2 oz of maine lobster in it	lobster bisque	positive			maine lobster	positive																			
try the pad thai , it 's fabulous and their prices are so cheap !	pad thai	positive	fabulous	cheap	prices	positive																			
food is great and inexpensive	food	positive	great																						
dessert - ca n't be missed , so save room ! ! !	dessert	positive	missed																						
it can be a little confusing as to where one goes to order , but once the food is ordered , you are in for a treat	food	positive	confusing																						
ingredients are organic which is a real plus for me	ingredients	positive	organic	plus																					
it was so bad i actually refused to pay for my food			bad																						
i recommend this spot to anyone who enjoys fine cuisine at reasonable prices	cuisine	positive	fine	reasonable																					
the staff was very attentive , the ambience lovely , and the food superb	staff	positive	attentive	lovely	ambience	positive	food	positive																	
i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine , even with no idea how to use them	ingrediants	positive	love	expensive	food	positive	cuisine	positive			fine														
the pizza and wine were excellent-the service too -- but what really made this place was the backyard dining area	pizza	positive			wine	positive	service	positive	backyard dining area	positive															
the waiters are sweet , the food is tasty and the bill is never too large	waiters	positive	sweet	tasty	food	positive	bill	positive																	
the service was superb , they treat you like family	service	positive	superb																						
we all had the tasting menu and unlike some of the other reviews , i felt there was more than enough food	menu	positive	enough																						
the menu may be small , but everything on it is delicious	menu	negative	small																						
too bad latin quarters closed			bad																						
- for dessert we split chocolate cake and vanilla gelato ( with espresso ) , which were tasty , but i thought a bit overpriced	dessert	conflict	tasty		chocolate cake	conflict	vanilla gelato ( with espresso )	conflict																	
when i visited my friend who lives in the upper eastside , she recommended that we go to this restaurant			recommended																						
warm , comfortable surroundings , nice appointments ( witness the etched glass and brickwork separating the dining rooms )	surroundings	positive	warm	comfortable	dining rooms	neutral					nice														
we arrived on time for our reservation and seated promptly.the	reservation	positive																							
the well mannered , pleasant staff that tony has in his employ	staff	positive	well	pleasant																					
the flavors robust and subtle	flavors	positive	robust																						
all i can say is 2 pints during happy hour and the some of the cheapest oysters you 'll find in the city , though the quality is some of the best	oysters	positive	cheapest		quality	positive																			
we concluded with tiramisu chocolate cake , both were delicious	tiramisu chocolate cake	positive																							
the counter service is bad	counter service	negative																							
service here was great , food was fantastic	service	positive	great		food	positive																			
its a little out of the way if you do n't live in the neighborhood , but definitely worth the trip from wherever you are			worth																						
this is such a lovely , peaceful place to eat outside	place	positive	lovely	peaceful																					
the sauce is delicious and the crust is perfect	sauce	positive	delicious		crust	positive																			
this is a great place to take out-of-towners , and perfect for watching the sunset			great	perfect																					
since my first dinner i have had the chance to have brunch at orsay 3x	dinner	neutral			brunch	neutral																			
you will pay a lot for the decore , but the food is no better or worse than a lot of other chinese and asian fusion places in ny	decore	negative	a lot	better	food	neutral					worse							a lot							
they have some great entrees here as well	entrees	positive	great																						
the food , served in small tasting portions ( as an option ) is very good with each dish being better than the next	food	positive	good	better	served	neutral	portions	positive	dish	positive															
you guys are awesome !			awesome																						
they do cater to american palates , but if you like it hot let them know and they are more than willing to oblige !	cater	positive																							
i loved this place ! !			loved																						
i care more about the food and ambience	food	neutral																							
oh , but wait , we were out of drinks ( which were also delightfully overpriced )	drinks	negative	overpriced																						
i would highly recommend this place to everyone for any occasion !			recommend																						
the service is fantastic	service	positive																							
i recommend that you try this hidden spot which will surely blowup very soon			recommend																						
the garlic mashed potatoes are hands down the best in the city !	garlic mashed potatoes	positive	best																						
food and service was okay	food	neutral			service	neutral																			
the lamb meat was under-cooked and extrmely chewy	lamb meat	negative	under-cooked																						
the best pad thai i 've ever had	pad thai	positive	best																						
over time , the food quality has decreased substantially , it is a lot less crowded than it used to , and the service must definitely be part of the reason	food quality	negative	decreased	crowded	service	negative																			
great pizza and fantastic service	pizza	positive	great	fantastic																					
we were seated outside and the waiter spilled red wine and hot tea on myself and my date	outside	neutral			waiter	negative	red wine	neutral	hot tea	neutral															
i would just ask for no oil next time	oil	negative																							
while this is a pretty place in that overly cute french way , the food was insultingly horrible	place	positive	pretty	cute	food	negative					insultingly horrible														
i went there for lunch and it was not as good as i expected from the reviews i read	lunch	neutral	good																						
the wine list is n't great , and the desserts are shipped in from bruno 's down the street , which is not as good as it used to be	wine list	negative	great	good	desserts	negative																			
i ordered a lassi and asked 4 times for it but never got it	lassi	neutral																							
their coffee is quite good too !	coffee	positive	good																						
i would not recommend this place to anyone			recommend																						
great wine list ( italian ) , good food , service was initially fine	wine list	positive	great	good	food	positive	service	conflict																	
despite the fact that the space is large , they 've overcrowded the floor with tables	space	positive	large	overcrowded																					
i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i 'm here to eat and enjoy the company of friends , seeking a pleasant experience			enjoy	pleasant																					
as far as the service goes , the waitresses were not particularly friendly , but they got the job done	service	conflict	friendly		waitresses	conflict																			
they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !	place	negative	helpful	regret																					
normally that would be improper , however they were all delicious and my host did not complain	host	neutral	improper	delicious																					
taxan delicious !	taxan	positive	delicious																						
perhaps it was an off night , but it was suprisingly average for a 9.3 rating			average																						
southern indian cuisine is still there , too	southern indian cuisine	neutral																							
restaurant snobs need not bother , this is a small , neighborhood kind of place			small																						
have been dozens of times and never failed to enjoy the experience			enjoy																						
they could n't even make a salad that was appealing	salad	negative																							
of course the reason its so packed is because the food is so delicious !	food	positive	packed	delicious																					
the jukebox plays everything from italian opera to the strokes	jukebox	positive																							
plus they made a perfect martini			perfect																						
i am not sure if i would call the food here indian as it is a fusion of what seems to be french with an indian or exotic touch	food	neutral																							
the waiter was attentive	waiter	positive																							
their margarita is best i 've had since i 've returned from naples !	margarita	positive	best																						
i highly recommend the restaurant based on our experience last night			recommend																						
the tastes makes your mouth water for more	tastes	positive																							
i came into the city to try out this restaurant because a friend had recommended it to my husband			recommended																						
their sake list was extensive , but we were looking for purple haze , which was n't listed but made for us upon request !	sake list	positive	extensive		purple haze	conflict																			
the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced	tables	negative	crammed	close	menu	neutral	wine list	negative			typical														
the food was actually aweful	food	negative																							
there is actually space to breathe and the decor sets the tone for an intimate dinner	space	positive	intimate		decor	positive																			
we went around on a friday and it had died down a bit by then so the service was great !	service	positive	great																						
my husband and i both ordered the steak , medium	steak	neutral																							
this place has realy fresh sushi and a nice large menu of japanese classic cuisine	sushi	positive	fresh	large	menu	positive	japanese classic cuisine	positive																	
the sushi is average and the prices are anything but	sushi	neutral	average		prices	neutral																			
my wife and i also enjoyed the spinach , the shanghai low mein , and other attractions	spinach	positive	enjoyed		shanghai low mein	positive																			
owner must have coem on this website to give himself credit	owner	neutral																							
turned out there was full service upstairs and sat down	service	positive	full																						
several of the dim sum orders had about 6-8 pieces	dim sum orders	neutral																							
if you have a dumpling fetish i suggest you try some here !	dumpling	positive																							
the food is consistently wonderful - i 've been coming here for years , and the owner has always been accomodating and friendly	food	positive	wonderful	accomodating	owner	positive																			
the waiters and owners were nonchalant about this and promised to call the exterminator but were n't as dismayed or apologetic as i would have expected	waiters	negative	nonchalant		owners	negative																			
and the food was fantastic	food	positive																							
if you 're looking for a place to sit down , have a drink and conversations with friends , go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls ( hot )	drink	neutral			hong-kong styled milk	positive	tea with tapioca pearls ( hot )	positive																	
aside from the sea urchin , the chef recommended an assortment of fish including fatty yellow tail , boton shrimp , blue fin torro ( fatty tuna ) , sea eel , etc	sea urchin	neutral			chef	neutral	assortment of fish	neutral	fatty yellow tail	neutral		boton shrimp	neutral	blue fin torro ( fatty tuna )	neutral	sea eel	neutral								
they 're also friendlier here , especially the owner , kenny	owner	positive	friendlier																						
while the room is not particularly comfortable , once you 're seated you 'll forget about everything except what 's on your plate	room	negative	comfortable																						
i 've lived in nyc all my life and had never before seen so many waterbugs in one place ( except in a really bad dream )	waterbugs	negative																							
winnie and her staff are the best crew you can find serving you	staff	positive	best		crew	positive	serving	positive																	
you can even get packages of the chutneys to stock your fridge !	chutneys	positive																							
slightly on the pricey side but worth it !			pricey	worth																					
if it is n't for the food ( a+++ ) , it must be the service or the ambience	food	positive			service	positive																			
during the course of the past 3 months , the chef and staff changed and it was not for the better	chef	negative			staff	negative																			
i like the ambience , it 's very dark and original	ambience	positive	like	dark																					
this place is not worth the prices			worth																						
our last time there a few weeks ago was early at 5pm and it was very crowded and noisy			crowded																						
pick a bagel has the best bagels in the city	bagels	positive	best																						
you are paying for the atmosphere , which is nice , but can be had in numerous places in bay ridge	atmosphere	conflict	nice																						
it is one the nicest outdoor restaurants i have ever seen in ny -- i am from italy and this place rivals the ones in my country			nicest																						
yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken	wait	negative	small		waiting area	negative	seat	negative	bar	neutral															
the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish	food	negative	barely		spice	negative	flavor	negative																	
the fried dumplings are great !	fried dumplings	positive	great																						
this place has the best chinese style bbq ribs in the city	bbq ribs	positive	best																						
ive been here so many times the waiters know my name	waiters	neutral																							
the decor is very simple but comfortable	decor	conflict	simple																						
the ' kamasutra ' and ' bombay cosmopolitan ' are excellent and will have you tipsy in no time	kamasutra	positive	excellent		bombay cosmopolitan	positive																			
this is the perfect date spot for williamsburg couples	date spot	positive	perfect																						
the dim sum here is only so-so	dim sum	neutral																							
6 and there is much tasty food , all of it fresh and continually refilled	food	positive	tasty	fresh																					
seating is ok even though sometimes there 's alot of people	seating	neutral	ok																						
even with a relatively inexpensive botle of wine , if you can call 70.00 inexpensive , the cost is through the roof for better than average fare	botle of wine	conflict	inexpensive	inexpensive	cost	negative					better														
service was slow , but the people were friendly	service	negative	slow		people	positive																			
the steak was very fatty and the sauce was overpowering and not very tasty	steak	negative	fatty	overpowering	sauce	negative																			
the food is alright - some stuff is good - some is not ( like the steak dish which tends to be dry )	food	conflict	alright	good	steak dish	negative					dry														
not only would i not recommend jimmy 's restaurants to friends , i would strongly suggest they go anywhere but			recommend																						
they have a very diverse menu so its something for everybody	menu	positive	diverse																						
the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check	staff	negative	busy		sushi	neutral	dinner	neutral	bar	neutral															
the bagel was huge	bagel	neutral																							
get the tuna of gari	tuna	positive																							
i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing	somosas	positive	like		chai	positive	chole	positive	dhosas	negative		dhal	negative												
it was a very nice surprise			nice																						
the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often	staff	conflict	nice	stressed	bathroom	negative					cleaned														
i have been to casimir over 5 times and i have always had a great time there			great																						
the service was the only thing good about this restaurant	service	positive	good																						
service - friendly and attentive	service	positive	friendly																						
i love going there !			love																						
i can not recommend og more highly if i tried - check it out for yourself			recommend																						
service was very prompt but slightly rushed	service	conflict	prompt																						
great food , great decor , great service	food	positive	great	great	decor	positive					great														
and , atlhough tables opened up next to us and we asked for a slightly larger space , they left us awkardly seated	tables	neutral	larger		space	neutral																			
the palak paneer was standard , and i was not a fan of the malai kofta	palak paneer	neutral	standard		malai kofta	neutral																			
i 've dined at alain ducasse 's restaurant in monte carlo for half the price for the same excellent dining experience	price	positive	excellent		dining	positive																			
yeah , sometimes the service can be slow	service	negative																							
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura	service	positive	attentive	overbearing	dish	positive	spring rolls	positive	cod with pineapple tempura	positive	wonderful														
but trust me it is so worth it			worth																						
the perfect spot			perfect																						
the only weird thing was if we got a bottle , the waitress would have simply multiplied the glass price x4 , which makes no sense whatsoever	bottle	neutral	weird		waitress	negative	price	negative																	
i would not have been so disappointed with the portions if the qualities were good enough to make up for it , but they were not !	portions	negative	disappointed	good	qualities	negative																			
they 're rude at times , and not very friendly			rude																						
i 'm happy to have nosh in the neighborhood and the food is very comforting	food	positive	happy																						
good atmosphere , combination of all the hottest music dress cod e is relatively strict except on fridays	atmosphere	positive	good	hottest	dress cod	negative					strict														
i would highly recommend nina 's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures	dinner	positive	recommend	romantic	surrounding	positive	candles	positive			warming														
all the desserts the group tried got favorable reviews	desserts	positive	favorable																						
there 's something smooth about sipping sake upper east side style	sake	positive	smooth																						
it 's a nice place to relax and have conversation	place	positive	nice																						
this place has got to be the best japanese restaurant in the new york area			best																						
best reuben sandwich ever !	reuben sandwich	positive	best																						
lucky strike is a great casual place to just grab a bite to eat	place	positive	great																						
going to volare is like going to your favorite aunt 's house for dinner , assuming that your aunt is a great italian cook	dinner	neutral	great																						
the sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating ( if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud )	sushi	negative	average	below average	wait service	negative	atmosphere	conflict	area	negative	nice							irritating	horrid			loud			
i loved it and would go again			loved																						
frites were delicious if a bit on the thick side	frites	positive	delicious																						
so so so so so good !			good																						
very good value			good																						
here you get the zen feel without feeling rigid	zen feel	positive																							
i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time	drink	neutral	recommend		bar	neutral	wait time	negative																	
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork	egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork	positive	love																						
i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people	table	neutral			rice congee soup	neutral																			
it was huge , delicious , fresh , and will be the reason we return			huge	delicious							fresh														
light , refreshing summer rolls ( not fried ) remind me of vietnamese places in paris	summer rolls	positive	light	refreshing																					
the sushi seemed pretty fresh and was adequately proportioned	sushi	positive	fresh	adequately																					
but the service was a bit slow	service	negative																							
spreads and toppings are great - though a bit pricey	spreads	positive	great		toppings	positive																			
when i saw that their website had a link to da ciro in napoli , i knew there was going to be good pizza !	pizza	positive	good																						
indoor was very cozy and cute	indoor	positive	cozy																						
we had a 3 hour brunch - they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time	brunch	positive	unlimited		mimosas	positive																			
and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service !	prices	negative	high	terrible	prices	negative	food	negative	service	negative															
they 're terrific ! !			terrific																						
the service is good and the resturant is clean	service	positive	good																						
just stick with the small dishes !	dishes	negative																							
the cafe itself was really nice with comfortable outdoor chairs and tables , but the service could have been better	cafe	positive	nice	comfortable	outdoor chairs	positive	tables	positive	service	negative															
although we were looking for regular lettuce and some walnuts the salads we got were great	lettuce	neutral			walnuts	neutral	salads	positive																	
excellent lunch buffet for only 6.95	lunch buffet	positive	excellent																						
we were sorry to check them off our list as we had enjoyed and recommended the place in the past			enjoyed	recommended																					
both are very reasonably priced ( around 8 for dinner and 5 for lunch ) , and are delicious and filling	priced	positive	reasonably	delicious	dinner	positive	lunch	positive																	
the portion sizes here are huge , and the sushi is good	portion sizes	positive	huge		sushi	positive																			
my boyfriend ate tuna and it was cooked perfectly !	tuna	positive	perfectly																						
this was n't the expected menu comprised only of pad thai and tom yum soup , but i thought that was what made the place so special	menu	neutral	expected		pad thai	neutral	tom yum soup	neutral																	
good food at the restaurant ( a bit expensive , but great if you want to impress your date )	food	positive	good	expensive							great														
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service	caviar	positive	recommend	top grade							fantastic														
you ca n't say its cheap because food is cheaper in chinatown	food	conflict	cheap	cheaper																					
i have eaten there 3-4 times and the food was always good	food	positive																							
keep up the good work			good																						
i was n't thrilled to have to wait on line for thirty minutes , but i guess that 's the price you pay for a popular place	wait	negative	popular																						
great eats , good times	eats	positive	great	good																					
for years , i thought tuscan cuisine was the best , but salvatore converted me to the hearty neapolitan fare on my first visit	tuscan cuisine	conflict	best		neapolitan fare	positive																			
the service was great as well	service	positive	great																						
try the lobster teriyaki and the rose special roll	lobster teriyaki	positive			rose special roll	positive																			
another plus is most of the entrees are approx	entrees	positive	plus																						
the food was delicious , the atmosphere was relaxed , and we have now adopted plate 347 as our secret on second !	food	positive	delicious	relaxed	atmosphere	positive																			
from the moment we walked in they were more than accomodating even though the place was packed	place	negative																							
it is loud , hot and dark			loud	hot																					
i found the food , service and value exceptional everytime i have been there	food	positive	exceptional		service	positive	value	positive																	
we ate at this thai place following the reviews but very unhappy with the foods			unhappy																						
the food is definitely good , but i left a bit disappointed	food	positive	good																						
i am a 100 lb girl , had a glass of wine and a glass of beer prior to the dinner , and i was still hungry after my visit to this place !	glass of wine	neutral			glass of beer	neutral	dinner	neutral																	
the drinks are a saving grace , but service staff , please , get over yourselves	drinks	positive	saving grace		service staff	negative																			
there is a downside if you 're ordering in -- the delivery guys have major attitude	delivery guys	negative	downside																						
the all-italian staff is warm and engaging from the start	staff	positive	warm	engaging																					
the prices are exceptionally reasonable for food of this caliber	prices	positive	reasonable		food	positive																			
if you go here - your focus should be the tamarind margaritas	tamarind margaritas	positive																							
it is the best hidden spot there and i rave about it to everyone			best																						
the filet mignon dish was superb !	filet mignon dish	positive	superb																						
i had been a regular due to the consistently good food and ease of getting a table	food	positive	good	ease	getting a table	positive																			
this place is the most japanese it can ever get	place	positive																							
great food , lt 's of it , more then one person can eat !	food	positive	great																						
i did n't expect to like nosh as much as i did , but the pastrami on challah sandwich i had was otherworldly , the soups are like mom 's , and the knishes give yonah schimmel 's a run for its money	pastrami on challah sandwich	positive	otherworldly		soups	positive	knishes	positive																	
the atmosphere is nothing special , but it feels like a sushi establishment in tokyo	atmosphere	neutral	special																						
cozy romantic atomosphere with only around 15 tables at most	atomosphere	positive	romantic		tables	positive																			
this place is worth going even if only for their beer			worth																						
i really like both the scallops and the mahi mahi ( on saffron risotto -yum ! )	scallops	positive			mahi mahi ( on saffron risotto	positive																			
the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty	ambience	positive	fun	great	prices	positive	food	positive																	
do not get the go go hamburgers , no matter what the reviews say	go go hamburgers	negative																							
the sandwhiches are out-of-this world !	sandwhiches	positive																							
decor is charming	decor	positive																							
the food was very well prepared	food	positive	well prepared																						
good , because hey , it 's more food , but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap	food	positive	good	more	dim sum	negative	portions	negative	dishes	neutral	bad	dish	neutral					smaller	more			smaller			
while most people can attest to spending over 50 on drinks in new york bars and hardly feeling a thing , the drinks here are plentiful and unique	drinks	negative	plentiful		bars	negative	drinks	positive																	
the food arrived 20 minutes after i called , cold and soggy	food	negative	cold																						
if you go for the pre-theatre menu , it 's an even greater deal	pre-theatre menu	positive	greater																						
if you are someone who appreciates simplicity , elegance , and wonderfully presented and tasting seafood and vegetables regardless of portion size , kai is your place	seafood	positive	wonderfully presented	tasting	vegetables	positive	portion size	negative																	
